Batch_Number,Avg_CE_Train,Avg_CE_Test,Avg_Accuracy,Num_Runs
0,,2.308552,9.02,100
1,2.309331,11.948585000000001,26.656100000000002,100
2,11.990107,13.921721,31.1901,100
3,13.447879,18.26261,30.421300000000002,100
4,17.487575,18.234201,28.8533,100
5,18.409362,13.983932,33.6683,100
6,13.969676999999999,11.691280999999998,36.344,100
7,11.567231,8.849231,40.4938,100
8,9.090386,6.87302,46.0513,100
9,6.9276409999999995,5.37538,49.6296,100
10,5.255433,4.615056,54.102399999999996,100
11,4.600761,3.8028429999999998,57.2853,100
12,3.8780560000000004,3.2144869999999997,59.554899999999996,100
13,3.244066,2.6819740000000003,62.7376,100
14,2.638723,2.3467,64.3764,100
15,2.273675,2.3458,64.736,100
16,2.237028,2.12879,65.5751,100
17,2.058564,1.9792130000000001,67.3181,100
18,1.8697460000000001,1.736948,67.7997,100
19,1.68863,1.874766,67.141,100
20,1.8067080000000002,1.789986,68.4067,100
21,1.710566,1.617062,68.5813,100
22,1.589788,1.6216409999999999,68.7807,100
23,1.630882,1.608407,69.0529,100
24,1.630592,1.5545840000000002,70.0444,100
25,1.530244,1.46876,69.899,100
26,1.47838,1.51291,69.7219,100
27,1.486398,1.4182839999999999,70.60340000000001,100
28,1.3503020000000001,1.364969,70.7821,100
29,1.348333,1.2999109999999998,71.9184,100
30,1.286553,1.376509,70.6783,100
31,1.318031,1.32822,71.2735,100
32,1.26943,1.283666,71.53699999999999,100
33,1.235566,1.197508,71.9666,100
34,1.178841,1.225849,71.80760000000001,100
35,1.187117,1.221867,71.6868,100
36,1.16896,1.254248,71.325,100
37,1.187737,1.262073,71.6764,100
38,1.269932,1.1537819999999999,72.7591,100
39,1.101991,1.120466,72.5401,100
40,1.075786,1.1137380000000001,73.1251,100
41,1.0716809999999999,1.110122,72.5959,100
42,1.087887,1.0677590000000001,73.3071,100
43,1.056035,1.056229,73.2735,100
44,0.996267,1.038684,73.9546,100
45,1.048057,1.088508,72.9651,100
46,1.059223,1.108592,73.26979999999999,100
47,1.081626,1.069027,73.0291,100
48,0.9901139999999999,0.9970289999999999,73.3458,100
49,0.929705,1.029841,73.72800000000001,100
50,0.996369,1.015765,73.988,100
51,0.9642879999999999,0.9922610000000001,73.7825,100
52,0.915392,0.976589,74.4566,100
53,0.958707,0.9679430000000001,74.0782,100
54,0.969469,0.986683,73.9614,100
55,0.9274979999999999,0.945274,74.308,100
56,0.93117,0.990736,74.0601,100
57,0.9942660000000001,0.9511270000000001,74.6582,100
58,0.9479460000000001,0.900535,75.12190000000001,100
59,0.902262,0.886957,74.5769,100
60,0.8732212121212121,0.8805020202020203,75.06313131313131,99
61,0.849689898989899,0.8517505050505051,75.62646464646464,99
62,0.8041949494949495,0.8533424242424243,75.31636363636363,99
63,0.8036171717171717,0.8526242424242425,75.42565656565657,99
64,0.7991090909090909,0.8100313131313132,76.05292929292929,99
65,0.802730303030303,0.8256757575757576,75.6869696969697,99
66,0.7998232323232324,0.7892434343434342,76.53434343434343,99
67,0.7572858585858586,0.7885161616161617,76.3580808080808,99
68,0.7712767676767676,0.8106373737373738,75.67848484848484,99
69,0.8144575757575757,0.8086424242424243,75.97363636363637,99
70,0.8128434343434344,0.8016232323232323,75.82969696969697,99
71,0.7565373737373737,0.7716606060606062,76.2890909090909,99
72,0.7270444444444445,0.7450484848484848,76.97363636363637,99
73,0.7242383838383839,0.7351989898989899,77.06393939393939,99
74,0.734589898989899,0.7290515151515152,77.12777777777778,99
75,0.7244414141414142,0.7317828282828283,76.9449494949495,99
76,0.751709090909091,0.7163575757575757,77.34,99
77,0.6894070707070707,0.6838787878787879,77.75959595959596,99
78,0.6614727272727272,0.6918535353535353,77.5030303030303,99
79,0.6380555555555556,0.6837323232323231,77.80070707070708,99
80,0.6827373737373736,0.6987262626262627,77.4889898989899,99
81,0.6839474747474749,0.6852949494949495,77.7590909090909,99
82,0.6713383838383838,0.7032343434343434,77.21242424242423,99
83,0.692539393939394,0.6669121212121212,78.19323232323232,99
84,0.6462363636363637,0.6681656565656565,78.00444444444445,99
85,0.6570242424242424,0.6694979797979798,77.83828282828283,99
86,0.6201444444444445,0.6523737373737373,78.33555555555556,99
87,0.6393979797979799,0.6488171717171717,78.28646464646464,99
88,0.6286989898989899,0.6323696969696969,78.78777777777778,99
89,0.6137979797979798,0.6370292929292929,78.5059595959596,99
