P%,A,B,n,CE_o,CE_L,learn_BN,fitted_at_learn_BN,IPA
0.0,0.27382823472122897,6.053876525928259,1.0174532338292481,2.302585092994046,0.47670392054851063,28.0,0.47066761397615325,0.06521004187305483
10.0,0.2738290855939287,7.738468247111663,1.0721529187411851,2.302585092994046,0.47670468633394014,29.0,0.4756448746854569,0.0629613933331071
20.0,0.2629922979573225,6.488817570779348,0.9769139144742953,2.302585092994046,0.4669515774609947,34.0,0.46424605980744216,0.05398922104508974
30.0,0.26499626452062963,7.457968510721447,0.9957734543172676,2.302585092994046,0.46875514736797097,37.0,0.4642993289109938,0.04956297150340743
40.0,0.2577618623318303,6.888555776154714,0.9277836131914279,2.302585092994046,0.4622441853980519,44.0,0.4592756192268549,0.04182592971809077
50.0,0.253971126066681,6.8181488822944285,0.878284981354302,2.302585092994046,0.45883252275941744,54.0,0.45586914986308624,0.03414356611545608
60.0,0.2641937925512703,7.939871855160319,0.8799495658077914,2.302585092994046,0.46803292259554796,64.0,0.4658173031244189,0.02866487766247653
70.0,0.27275290096881033,8.395001071352826,0.8282418769953156,2.302585092994046,0.47573612017133393,89.0,0.47479192957368244,0.02052639295306418
80.0,0.30628323085228476,8.98454825845818,0.7700130910517493,2.302585092994046,0.5059134170664608,140.0,0.5051532856746157,0.012833369113768466
82.0,0.3700389809891317,18.897866231447956,0.9662209144560117,2.302585092994046,0.5632935921896232,114.0,0.5629350684104839,0.01525694298951248
84.0,0.32275084816129657,8.287739793726656,0.7020985954865083,2.302585092994046,0.5207342726445716,204.0,0.5201553116919979,0.008734562844850365
86.0,0.47329,0.9669378571428577,0.5,2.302585092994046,0.6562195092994045,27.0,0.6560240788038358,0.06097650309980153
88.0,0.396000716072604,8.87956095668624,0.6865685043455644,2.302585092994046,0.5866591537647481,268.0,0.5866346034935468,0.006402708728467529
90.0,0.5764,1.039995299999985,0.5,2.302585092994046,0.7490185092994046,36.0,0.7473741741223288,0.04315462732485115
92.0,0.4490160388617769,7.049384504656253,0.5637732653387353,2.302585092994046,0.6343729442750037,635.0,0.634214352255787,0.0026271057460142398
94.0,0.836865,1.0307176612903146,0.5,2.302585092994046,0.9834370092994045,49.0,0.982630489557424,0.026921389463155948
96.0,1.0782883333333333,0.9381612634408731,0.5,2.302585092994046,1.2007180092994045,58.0,1.2004265265450944,0.018997708339562783
98.0,1.4414966666666666,0.7283619623655868,0.5,2.302585092994046,1.5276055092994045,71.0,1.527334947124508,0.01091520540414988
100.0,2.3,0.0,0.5,2.302585092994046,2.3002585092994043,0.0,2.3,
