P%,A,B,n,CE_o,CE_L,learn_BN,fitted_at_learn_BN,IPA
0.0,0.3278666335887592,10.928553972727627,1.397879644297398,2.302585092994046,0.5253384795292879,17.0,0.520106217821752,0.1045439184391034
10.0,0.2983409401990249,7.889532172060953,1.1313382770042537,2.302585092994046,0.49876535547852696,25.0,0.49614615733633344,0.07215278950062076
20.0,0.27898218483896253,6.5342074048479475,1.0111183820775755,2.302585092994046,0.48134247565447064,31.0,0.4754575499996704,0.05874976184966372
30.0,0.2706580642804107,6.618331307255588,0.9752679892021594,2.302585092994046,0.4738507671517742,35.0,0.47153796877019055,0.05224955216692205
40.0,0.2655139171032921,6.937738267845717,0.9510714531424208,2.302585092994046,0.46922103469236753,40.0,0.4684434358677806,0.04583410145754196
50.0,0.2562979846586045,6.7775989400640775,0.8948934826765689,2.302585092994046,0.4609266954921485,49.0,0.4607910956722253,0.037584865255140765
60.0,0.26290972084718356,7.905990676530084,0.8953860986662117,2.302585092994046,0.46687725806186964,59.0,0.46512985163078957,0.031113692117494512
70.0,0.2893598486367466,10.614328662784612,0.9373876805661502,2.302585092994046,0.49068237307247675,68.0,0.4898892452089728,0.026645628234140722
80.0,0.2948679871119657,8.950204305556431,0.782834544094152,2.302585092994046,0.4956396977001736,127.0,0.49542423366834376,0.014227916498376948
82.0,0.3287417408666324,10.448083126169848,0.8209602703738783,2.302585092994046,0.5261260760793738,125.0,0.5258550044815011,0.014211672135317377
84.0,0.33519886237057017,9.512985858979805,0.7616846216287955,2.302585092994046,0.5319374854329177,162.0,0.5316830351351413,0.010929923503463754
86.0,0.3609643768085353,10.000063448488028,0.7606986631925459,2.302585092994046,0.5551264484270864,177.0,0.5551026972835706,0.009872647709417851
88.0,0.3589352656481012,8.377507730895072,0.6737907221888126,2.302585092994046,0.5533002483826954,266.0,0.5530927168133541,0.006576258814328385
90.0,0.40441375129704094,8.23503933300762,0.6473812226010597,2.302585092994046,0.5942308854667413,338.0,0.5939367432125258,0.005054302389134038
92.0,0.42766939440495644,6.738845775344393,0.5504266365076732,2.302585092994046,0.6151609642638654,670.0,0.6150316681400516,0.0025185434757166872
94.0,0.8348575,1.030740403225816,0.5,2.302585092994046,0.9816302592994046,49.0,0.9806262057527861,0.026958261912135538
96.0,1.02258,0.9712629838709574,0.5,2.302585092994046,1.1505805092994046,57.0,1.1501130777807858,0.020210606731484934
98.0,1.4680890000000002,0.7018190645161071,0.5,2.302585092994046,1.5515386092994048,70.0,1.5513795993138486,0.010729235481352016
100.0,2.3,0.0,0.5,2.302585092994046,2.3002585092994043,0.0,2.3,
