Batch_Number,Mean_Fit_CE,Std_Fit_CE
0,8.431777333270237,2.5681078947102107
1,4.33453815066782,1.0806893390269592
2,3.040239382172597,0.8007248228979754
3,2.394477813325638,0.6448063148316943
4,2.0039133245251763,0.54059647329858
5,1.7407751306236432,0.465542728165835
6,1.5507420678428059,0.4088112535563221
7,1.4066798542931993,0.3643775706011666
8,1.293479043115942,0.3286038008177244
9,1.2020380963719879,0.29916061300532126
10,1.126537332985837,0.27448701483988014
11,1.0630767340250484,0.25349758014327994
12,1.0089417260978337,0.23541407510522408
13,0.9621827927120046,0.21966388009263202
14,0.9213625771309957,0.205816215328887
15,0.8853973408586266,0.19354071974274037
16,0.8534540392639998,0.18257974903818563
17,0.8248814678665233,0.17272936971055083
18,0.799162984588153,0.16382602261248716
19,0.7758832963651249,0.15573697610193274
20,0.7547046497799152,0.148353368916343
21,0.7353494529662741,0.1415850582820393
22,0.7175873851782484,0.13535674911020262
23,0.7012256949274981,0.12960504716001195
24,0.6861018009674296,0.12427618849534151
25,0.6720775812905353,0.11932427066422914
26,0.6590349163127114,0.11470986072055633
27,0.6468721755328211,0.1103988895297535
28,0.6355014220638283,0.10636176586039062
29,0.6248461691497922,0.10257266086114347
30,0.6148395652650857,0.09900892582696601
31,0.6054229149992294,0.09565061511757601
32,0.5965444652436059,0.09248009268658344
33,0.5881584026417351,0.08948170558429315
34,0.5802240205102622,0.08664151147967109
35,0.5727050226433607,0.08394705003659
36,0.5655689383958058,0.08138715011057193
37,0.558786628780969,0.07895176637319685
38,0.5523318674377937,0.07663184024434502
39,0.5461809835192845,0.07441918100697173
40,0.5403125560569247,0.07230636376128793
41,0.534707151325566,0.07028664149427902
42,0.5293470962944266,0.06835386903339806
43,0.5242162824943144,0.06650243704796781
44,0.5192999956288618,0.06472721457960004
45,0.5145847670616995,0.0630234988401085
46,0.5100582439630077,0.061386971224535014
47,0.5057090754292981,0.05981365865779916
48,0.5015268123241552,0.0582998995337426
49,0.4975018189441197,0.05684231362095557
50,0.4936251949080639,0.055437775405468924
51,0.4898887059120883,0.05408339041991327
52,0.4862847221946814,0.05277647417507468
53,0.4828061637261217,0.05151453336530076
54,0.4794464512779059,0.05029524906585643
55,0.47619946264721646,0.049116461679642946
56,0.4730594934120411,0.0479761574239416
57,0.4700212216776813,0.04687245617604146
58,0.4670796763476614,0.04580360052060442
59,0.464230208513592,0.04476794586209165
60,0.4614684656110894,0.043763951483090036
61,0.4587903680338536,0.04279017244440609
62,0.45619208793664,0.04184525223571855
63,0.45367002999111017,0.0409279160967286
64,0.4512208138872685,0.040036964938380534
65,0.4488412583979847,0.039171269802074485
66,0.4465283668456558,0.03832976680204241
67,0.4442793138287531,0.037511452502369196
68,0.4420914330822916,0.0367153796856434
69,0.4399622063604848,0.035940653475033675
70,0.4378892532422744,0.03518642777579908
71,0.4358703217713314,0.034451902005938444
72,0.4339032798516865,0.033736318088934646
73,0.43198610732856274,0.0330389576844117
74,0.4301168886914142,0.032359139635049015
75,0.4282938063427048,0.03169621761032998
76,0.42651513438176886,0.031049577929678964
77,0.42477923285821595,0.030418637549294015
78,0.4230845424539013,0.02980284219854035
79,0.4214295795565215,0.029201664653155393
80,0.419812931691506,0.028614603133750804
81,0.41823325328208005,0.02804117981919903
82,0.4166892617102373,0.027480939465476775
83,0.4151797336539318,0.02693344812141878
84,0.4137035016780868,0.026398291933625813
85,0.4122594510590741,0.025875076033478987
86,0.41084651682417034,0.025363423499849942
87,0.409463680989148,0.02486297439166942
88,0.40810996997866184,0.024373384845033007
89,0.40678445221542625,0.023894326229988667
90,0.4054862358654041,0.023425484362571334
91,0.40421446672732314,0.022966558768029742
92,0.4029683262558148,0.02251726199153545
93,0.40174702970839166,0.022077318952975246
94,0.4005498244072714,0.021646466342711612
95,0.39937598810780933,0.021224452055452477
96,0.398224827465962,0.020811034659605016
97,0.39709567659782147,0.020405982899700862
98,0.39598789572481363,0.020009075229673257
99,0.39490086989865353,0.019620099374943252
100,0.3938340078006213,0.01923885192143233
101,0.3927867406101364,0.01886513792976605
102,0.39175852093799757,0.01849877057306672
103,0.39074882182000026,0.018139570796855783
104,0.38975713576697496,0.017787366999697893
105,0.38878297386757554,0.017441994733321167
106,0.38782586494042476,0.01710329642104075
107,0.38688535473246694,0.016771121093398324
108,0.3859610051606089,0.01644532414000728
109,0.38505239359393423,0.016125767076664202
110,0.3841591121739828,0.015812317326851053
111,0.38328076717074167,0.015504848016810593
112,0.3824169783721807,0.015203237783430015
113,0.3815673785053015,0.014907370594214321
114,0.38073161268681466,0.014617135578673264
115,0.37990933790168285,0.014332426870481826
116,0.3791002225078944,0.01405314345980699
117,0.3783039457659283,0.01377918905522004
118,0.3775201973914941,0.013510471954637171
119,0.376748677130198,0.013246904924748682
120,0.3759890943528939,0.012988405088410765
121,0.37524116767055415,0.012734893819482809
122,0.37450462456755884,0.012486296644597179
123,0.37377920105239043,0.012242543151347667
124,0.3730646413247659,0.012003566902377267
125,0.3723606974583158,0.011769305354835034
126,0.3716671290979634,0.011539699784655817
127,0.3709837031712107,0.011314695215095141
128,0.3703101936125944,0.011094240348924502
129,0.36964638110061254,0.01087828750365959
130,0.3689920528064626,0.010666792549155502
131,0.3683470021539808,0.010459714846858752
132,0.36771102859019744,0.010257017189955779
133,0.3670839373659672,0.01005866574360213
134,0.36646553932615744,0.009864629984355947
135,0.36585565070891124,0.009674882637873515
136,0.365254092953533,0.009489399613855705
137,0.36466069251655703,0.00930815993716137
138,0.3640752806956072,0.009131145673930313
139,0.3634976934606503,0.008958341851484324
140,0.3629277712922955,0.008789736370703712
141,0.3623653590267868,0.008625319909510442
142,0.36181030570737277,0.008465085816030773
143,0.36126246444175,0.00830902998996454
144,0.36072169226528544,0.008157150750658551
145,0.3601878500097511,0.008009448690373637
146,0.35966080217730967,0.007865926511253679
147,0.3591404168195084,0.007726588844557022
148,0.3586265654210507,0.007591442050802031
149,0.3581191227881221,0.007460493999615599
150,0.35761796694106884,0.0073337538282632255
151,0.3571229790112261,0.007211231678086833
152,0.356634043141715,0.007092938408387534
153,0.35615104639202466,0.006978885287668632
154,0.35567387864621836,0.006869083662600381
155,0.3552024325245961,0.006763544605582723
156,0.35473660329866946,0.006662278542359874
157,0.35427628880929896,0.006565294861774932
158,0.3538213893878611,0.006472601510430633
159,0.3533718077803096,0.006384204575728015
160,0.3529274490740133,0.00630010786146693
