Pruning_Percentage,A_mean,A_std,B_mean,B_std,n_mean,n_std,n_runs
0.0,0.2964518954662244,0.016404123501375215,5.573849272108856,1.0676933098628076,0.8965002419997572,0.1363896152073327,100
10.0,0.29668078203272646,0.026890303814128595,5.824903696431164,1.4353782921095892,0.9452629737556782,0.30767083682361274,100
20.0,0.2832887278305978,0.02685806553009074,5.804162299930666,1.5843583299166486,0.8786153416406354,0.27097345252718025,100
30.0,0.2853168793127551,0.033503728665498334,6.209328643968377,1.9409270579657538,0.9054621414341665,0.33612763255733413,100
40.0,0.28237320053341153,0.031308914465961526,6.577440854295443,1.9706091926542753,0.8843574324938425,0.31504633718971314,100
50.0,0.27688163678828487,0.028585168325364604,7.144638622610122,2.4564616458833486,0.8457057861569831,0.2978749122570344,100
60.0,0.27158350273457177,0.01585269218954293,7.076720934938465,1.7889876316839612,0.7487801319012614,0.06371841021237107,100
70.0,0.28269598560832426,0.025433448517317367,8.144691804305154,2.837900248153463,0.7348803619214505,0.11018067517428827,100
80.0,0.3083321066867427,0.02390573664767865,8.324187258351621,1.6817883085991088,0.6708050070641675,0.049205070473725986,100
82.0,0.3190037300067252,0.02521379357951833,8.119659475245642,1.1526452964180027,0.6509932602896892,0.03689595186213009,63
84.0,0.32964202399123377,0.031207194426759045,8.364390994186639,1.4291907594262665,0.6374895023353762,0.0463274723402258,63
86.0,0.355025966489566,0.036718393818005124,8.658757255114901,2.852347778985564,0.6235587651449106,0.06494768761833183,63
88.0,0.36975539230771026,0.031751433843024285,7.991809023419776,1.6428693422086533,0.5869034953707429,0.048152418894702606,63
90.0,0.3949867898942625,0.04006974861559319,7.49977784456062,0.9375328943360269,0.5479792603134253,0.037898187461118955,100
92.0,0.5306125792440551,0.16299947516860736,5.747490186172784,2.4215401391006934,0.5102163528909676,0.014561588709637181,63
94.0,0.8397065448956353,0.20875281902038229,3.0582727722710574,2.9021495930465027,0.5001844334845463,0.001005241259090312,62
96.0,1.1473026448795833,0.1765319266796445,1.9998100077196372,2.336625294925267,0.5000053433915755,2.3351065349899202e-05,62
98.0,1.5856784638784536,0.1650173017439568,1.6414245433094923,1.8700947908601746,0.5000322342349294,0.00011289230689056541,62
100.0,2.3000000000000007,8.881784197001252e-16,0.0,0.0,0.5,0.0,100
