Batch_Number,Mean_Fit_CE,Std_Fit_CE
0,6.6660191834329705,0.5777867498905969
1,3.4079126090426253,0.20404700316561672
2,2.341405823355802,0.10828381956887201
3,1.813933836576495,0.06857838773506741
4,1.4999268886754604,0.04818322388980519
5,1.2918719484058827,0.036332229812153255
6,1.14400990098484,0.028861959384558804
7,1.0335874083429717,0.02386578529041474
8,0.9480219695690902,0.020365219398382903
9,0.8797939800561232,0.01781569627655598
10,0.8241348592802512,0.015895476006725657
11,0.777875390789784,0.014405606853726136
12,0.7388276228769439,0.013218547110441979
13,0.7054327022836209,0.012250064684708314
14,0.6765501344970833,0.011443090621722348
15,0.6513263906329945,0.01075807171468006
16,0.6291100781614816,0.010167021470214982
17,0.609395505095294,0.009649754129284045
18,0.5917841404923123,0.009191446335993352
19,0.5759576855294799,0.008781026637671078
20,0.5616588712147305,0.008410092383040553
21,0.548677515458497,0.008072169077203114
22,0.5368402330567364,0.007762195976343747
23,0.5260027292850463,0.007476163542861117
24,0.5160439510512286,0.007210854360928798
25,0.5068615936587682,0.0069636555313818535
26,0.49836861043046876,0.006732421109230509
27,0.4904904735487394,0.00651537001990652
28,0.4831630041102741,0.006311009432488631
29,0.47633063808296766,0.006118076609440912
30,0.4699450293671719,0.005935494314118723
31,0.4639639159429466,0.005762336271522272
32,0.4583501930871825,0.005597800158823888
33,0.45307115086772903,0.005441186290099952
34,0.44809784293491467,0.005291880647043546
35,0.4434045609836758,0.005149341256115288
36,0.43896839481867844,0.00501308716443342
37,0.43476886219349076,0.004882689450264721
38,0.4307875958525601,0.004757763838942215
39,0.4270080777273201,0.004637964595105933
40,0.42341541220496304,0.004522979436962362
41,0.419996131932864,0.004412525274604998
42,0.4167380308418679,0.004306344617203675
43,0.41363002004156335,0.004204202526563018
44,0.4106620030160289,0.00410588401971746
45,0.407824767171728,0.0040111918427344715
46,0.4051098892927773,0.003919944553112005
47,0.40250965286760937,0.0038319748600981764
48,0.400016975584594,0.003747128181692063
49,0.39762534556747,0.0036652613845757583
50,0.39532876514638393,0.003586241679212274
51,0.39312170114620604,0.003509945647150719
52,0.3909990408280338,0.003436258381461821
53,0.38895605274822026,0.003365072724377612
54,0.38698835190665376,0.0032962885887790985
55,0.38509186864604394,0.0032298123522824865
56,0.383262820839795,0.0031655563144096393
57,0.38149768897002084,0.0031034382087637975
58,0.37979319375148096,0.0030433807633247338
59,0.3781462760032606,0.002985311302973101
60,0.37655407850925754,0.002929161389188564
61,0.3750139296420625,0.0028748664925687963
62,0.373523328553539,0.002822365694410264
63,0.3720799317600825,0.002771601414095667
64,0.370681540971778,0.0027225191594620023
65,0.3693260920330158,0.0026750672976903764
66,0.3680116448579912,0.0026291968445736535
67,0.36673637425827793,0.0025848612702894166
68,0.36549856157162064,0.002542016320040162
69,0.36429658701151707,0.002500619848126051
70,0.3631289226662455,0.002460631664192421
71,0.3619941260839549,0.002422013390548379
72,0.36089083438739983,0.0023847283295876658
73,0.3598177588680256,0.002348741340461084
74,0.3587736800144873,0.0023140187242531637
75,0.3577574429354364,0.002280528117006677
76,0.35676795314059306,0.0022482383900184104
77,0.3558041726478213,0.00221711955689928
78,0.3548651163872127,0.002187142686953261
79,0.35394984887608943,0.0021582798244828153
80,0.35305748114141666,0.0021305039136748716
81,0.35218716786843146,0.00210378872876135
82,0.3513381047563259,0.0020781088091824606
83,0.3505095260636697,0.0020534393995099657
84,0.34970070232788136,0.0020297563939117025
85,0.3489109382445313,0.0020070362849586767
86,0.34813957069355794,0.0019852561165917505
87,0.34738596690067686,0.0019643934410773427
88,0.3466495227232974,0.0019444262797908437
89,0.3459296610512319,0.0019253330876725812
90,0.3452258303133314,0.0019070927212051756
91,0.34453750308195635,0.0018896844097628877
92,0.3438641747678873,0.0018730877301836488
93,0.34320536239892063,0.001857282584412941
94,0.3425606034759543,0.0018422491800665947
95,0.34192945490089,0.0018279680137562812
96,0.3413114919711549,0.0018144198570180198
97,0.34070630743606095,0.0018015857446805417
98,0.3401135106106123,0.0017894469655069878
99,0.33953272654272754,0.0017779850549403942
100,0.338963595230158,0.0017671817897812526
101,0.33840577088367607,0.0017570191846239633
102,0.3378589212333828,0.0017474794898786588
103,0.33732272687521314,0.0017385451912054165
104,0.33679688065495783,0.001730199010189748
105,0.33628108708730603,0.0017224239060914292
106,0.33577506180761424,0.0017152030785027488
107,0.33527853105427097,0.0017085199707578215
108,0.3347912311796824,0.0017023582739409515
109,0.3343129081880544,0.00169670193134963
110,0.33384331729827077,0.0016915351432760263
111,0.3333822225302957,0.0016868423719799464
112,0.3329293963136372,0.0016826083467360367
