Batch_Number,Avg_CE_Train,Avg_Accuracy,Avg_CE_Test,Num_Runs
0,,9.02,2.432937,100
1,2.4337940000000002,29.566300000000002,2.047118,100
2,2.055906,45.7993,1.766551,100
3,1.775436,56.383500000000005,1.543916,100
4,1.561823,62.353500000000004,1.378861,100
5,1.397547,66.5556,1.246592,100
6,1.2656239999999999,70.2911,1.138502,100
7,1.162608,72.5162,1.054967,100
8,1.077487,74.8264,0.9823850000000001,100
9,1.0037770000000001,76.6357,0.920347,100
10,0.9424469999999999,78.08890000000001,0.8700450000000001,100
11,0.8950440000000001,79.1725,0.827244,100
12,0.8541249999999999,80.0546,0.789927,100
13,0.8127500000000001,80.8853,0.758375,100
14,0.7825749999999999,81.6912,0.729286,100
15,0.75113,82.57620000000001,0.7015089999999999,100
16,0.724893,83.1039,0.680073,100
17,0.704851,83.6243,0.658846,100
18,0.685399,84.2901,0.638278,100
19,0.662696,84.655,0.6217199999999999,100
20,0.646492,85.1408,0.6057549999999999,100
21,0.631521,85.2977,0.5934360000000001,100
22,0.615243,85.6927,0.579728,100
23,0.60484,86.01729999999999,0.5672619999999999,100
24,0.5911339999999999,86.31309999999999,0.555408,100
25,0.582876,86.4762,0.545914,100
26,0.567094,86.685,0.536452,100
27,0.5585640000000001,86.9658,0.526224,100
28,0.553538,87.1551,0.518623,100
29,0.544079,87.13950000000001,0.511821,100
30,0.534305,87.3608,0.504047,100
31,0.528091,87.5088,0.496175,100
32,0.522731,87.6011,0.490283,100
33,0.512843,87.8018,0.48315600000000003,100
34,0.507471,87.94239999999999,0.477194,100
35,0.502299,87.9575,0.472207,100
36,0.496799,88.0942,0.466724,100
37,0.486408,88.1374,0.461988,100
38,0.488489,88.2366,0.457442,100
39,0.479533,88.33670000000001,0.452161,100
40,0.475325,88.45729999999999,0.44695300000000004,100
41,0.467944,88.57610000000001,0.442384,100
42,0.46236400000000005,88.6042,0.438762,100
43,0.46353099999999997,88.7107,0.43397399999999997,100
44,0.45439999999999997,88.7747,0.43013199999999996,100
45,0.448029,88.77120000000001,0.42733400000000005,100
46,0.450704,88.8813,0.42320300000000005,100
47,0.447714,88.9281,0.420146,100
48,0.44642699999999996,88.9763,0.417096,100
49,0.437443,89.05290000000001,0.413307,100
50,0.43166600000000005,89.1243,0.40991,100
51,0.432453,89.15790000000001,0.40741700000000003,100
52,0.432784,89.2316,0.404203,100
53,0.427939,89.20379999999999,0.40305100000000005,100
54,0.426537,89.28659999999999,0.399758,100
55,0.421304,89.3308,0.397136,100
56,0.420531,89.35520000000001,0.39469,100
57,0.416738,89.3352,0.392885,100
58,0.411782,89.43969999999999,0.389737,100
59,0.412986,89.3109,0.390867,100
60,0.40841700000000003,89.5053,0.3857,100
61,0.402685,89.4948,0.38360700000000003,100
62,0.401954,89.5724,0.382386,100
63,0.399657,89.5698,0.38002899999999995,100
64,0.396786,89.64120000000001,0.377815,100
65,0.396986,89.6582,0.375981,100
66,0.393568,89.73280000000001,0.37357100000000004,100
67,0.39208,89.7332,0.372172,100
68,0.391183,89.76899999999999,0.370353,100
69,0.385148,89.7897,0.368628,100
70,0.38644,89.86129999999999,0.36690100000000003,100
71,0.388401,89.86540000000001,0.365279,100
72,0.383726,89.91680000000001,0.36430500000000005,100
73,0.38364600000000004,89.9174,0.362239,100
74,0.3782,89.9922,0.360334,100
75,0.381978,89.9773,0.359063,100
76,0.379424,90.0232,0.35823900000000003,100
77,0.376178,90.06299999999999,0.356244,100
78,0.378915,90.03620000000001,0.355574,100
79,0.374647,90.0852,0.35383499999999996,100
80,0.373835,90.1118,0.352998,100
81,0.365904,90.135,0.35106099999999996,100
82,0.370575,90.1214,0.35146900000000003,100
83,0.367054,90.1866,0.348645,100
84,0.36898200000000003,90.2417,0.347984,100
85,0.3667,90.20219999999999,0.347548,100
86,0.37095799999999995,90.24889999999999,0.34620199999999995,100
87,0.36404200000000003,90.2708,0.344891,100
88,0.364061,90.28190000000001,0.34510199999999996,100
89,0.364257,90.2977,0.343181,100
90,0.366065,90.40780000000001,0.340859,100
91,0.353076,90.4333,0.33948300000000003,100
92,0.35639400000000004,90.4765,0.338315,100
93,0.35381700000000005,90.4913,0.337379,100
94,0.354946,90.525,0.33598599999999995,100
95,0.350777,90.508,0.336055,100
96,0.351379,90.5076,0.33548700000000004,100
97,0.352178,90.53739999999999,0.33460999999999996,100
98,0.349276,90.5934,0.332846,100
99,0.349515,90.557,0.333686,100
100,0.350145,90.6182,0.331772,100
101,0.349334,90.62809999999999,0.33103299999999997,100
102,0.346885,90.65039999999999,0.330547,100
103,0.348371,90.6584,0.329377,100
104,0.348724,90.5978,0.330685,100
105,0.347357,90.65090000000001,0.32879800000000003,100
106,0.34592300000000004,90.6768,0.328671,100
107,0.34561100000000006,90.65530000000001,0.328063,100
108,0.33812600000000004,90.73190000000001,0.32639,100
109,0.347903,90.6654,0.326931,100
110,0.34364100000000003,90.7069,0.32676299999999997,100
111,0.344257,90.7063,0.325394,100
112,0.339481,90.7872,0.32399500000000003,100
113,0.34293399999999996,90.7412,0.32393900000000003,100
114,0.342153,90.79540000000001,0.32329500000000005,100
115,0.341513,90.805,0.32201,100
116,0.336933,90.81129999999999,0.321843,100
117,0.342101,90.735,0.32351100000000005,100
118,0.34335,90.6158,0.32681800000000005,100
119,0.337992,90.74879999999999,0.322552,100
120,0.33498100000000003,90.7983,0.321664,100
121,0.33386699999999997,90.81559999999999,0.320734,100
122,0.329739,90.9123,0.319486,100
123,0.329782,90.8424,0.31942899999999996,100
124,0.329656,90.8749,0.31884,100
125,0.32975099999999996,90.9015,0.317861,100
126,0.325373,90.92360000000001,0.316977,100
127,0.330797,90.9391,0.316659,100
128,0.329697,90.9314,0.317242,100
129,0.32858600000000004,90.98190000000001,0.316086,100
130,0.32859700000000003,90.94200000000001,0.31644100000000003,100
131,0.33179200000000003,90.9568,0.316094,100
132,0.331019,90.9781,0.315218,100
133,0.32646200000000003,91.0234,0.313893,100
134,0.328243,91.0537,0.313441,100
135,0.324557,90.9928,0.314086,100
136,0.32603499999999996,91.05030000000001,0.313874,100
137,0.323484,91.0698,0.312375,100
138,0.331982,91.0791,0.312167,100
139,0.324717,91.04979999999999,0.312476,100
140,0.3266783505154639,91.07371134020619,0.3120896907216495,97
141,0.3256443298969072,91.08752577319588,0.31154536082474227,97
142,0.32690309278350516,91.03680412371133,0.31212680412371135,97
143,0.32045154639175255,91.09577319587629,0.3110494845360825,97
144,0.3243360824742268,91.11546391752579,0.3102082474226804,97
145,0.32110515463917527,91.12103092783505,0.31050103092783504,97
146,0.3223835051546392,91.0739175257732,0.31137628865979383,97
147,0.32465567010309276,91.15360824742268,0.3095381443298969,97
148,0.32687525773195875,91.13835051546391,0.3094948453608248,97
149,0.3204072164948454,91.20701030927835,0.30762680412371135,97
150,0.3224865979381443,91.23329896907215,0.3072092783505154,97
151,0.3203938144329897,91.20618556701031,0.30712474226804126,97
152,0.3186061855670103,91.17670103092783,0.30784226804123715,97
153,0.3197061855670103,91.16773195876289,0.3081680412371134,97
154,0.3214835051546392,91.18381443298969,0.3077536082474227,97
155,0.3219938144329897,91.18474226804123,0.30802577319587626,97
156,0.3212443298969072,91.16216494845361,0.3080721649484536,97
157,0.3210659793814433,91.12319587628866,0.3087907216494845,97
158,0.319,91.15927835051548,0.3078041237113402,97
159,0.31625154639175257,91.16422680412371,0.30727319587628865,97
160,0.31464938271604936,91.24814814814815,0.30565185185185184,81
161,0.314258024691358,91.22123456790123,0.30547160493827163,81
162,0.3206061728395062,91.25654320987654,0.3051827160493827,81
163,0.3219493827160494,91.27802469135803,0.3044271604938272,81
164,0.3167753086419753,91.29172839506172,0.3044469135802469,81
165,0.31904074074074074,91.32308641975308,0.3035777777777778,81
166,0.3207111111111111,91.23148148148148,0.30548148148148146,81
167,0.31541111111111114,91.24518518518518,0.30484074074074075,81
168,0.3146382716049383,91.25753086419752,0.30423333333333336,81
169,0.3201135802469136,91.23987654320987,0.30521234567901234,81
170,0.31511234567901236,91.2316049382716,0.3047679012345679,81
171,0.32286296296296296,91.29765432098765,0.30386296296296295,81
172,0.3148283950617284,91.24506172839507,0.3045962962962963,81
173,0.32128765432098766,91.27703703703703,0.30437283950617283,81
174,0.31550370370370373,91.31802469135803,0.30221975308641974,81
175,0.317941975308642,91.29049382716049,0.30347407407407406,81
176,0.3228246913580247,91.32135802469135,0.3024604938271605,81
177,0.3200098765432099,91.19802469135803,0.3066728395061728,81
178,0.3106629629629629,91.2779012345679,0.3031012345679013,81
179,0.31119506172839506,91.33839506172839,0.30274320987654324,81
180,0.3038321428571429,91.36964285714285,0.3006464285714286,56
181,0.3069232142857143,91.36928571428572,0.3018732142857143,56
182,0.30861964285714283,91.34267857142856,0.30080714285714283,56
183,0.3133803571428571,91.42946428571429,0.3000375,56
