Batch_Number,Avg_CE_Train,Avg_CE_Test,Avg_Accuracy,Num_Runs
0,,2.304874,9.02,100
1,2.305388,7.589073,26.316999999999997,100
2,7.602411,10.348295,28.3141,100
3,10.41359,11.444933,29.064899999999998,100
4,11.353951,10.66352,30.070300000000003,100
5,10.748536999999999,8.926974,32.9983,100
6,9.028383999999999,7.081946,37.4741,100
7,7.050242,4.850586,43.550399999999996,100
8,4.8708730000000005,3.7840590000000005,48.3328,100
9,3.886315,3.0277019999999997,52.635,100
10,2.9845699999999997,2.5096410000000002,56.690799999999996,100
11,2.498803,2.0580529999999997,60.8212,100
12,2.034043,1.772257,62.7521,100
13,1.705117,1.603434,64.0441,100
14,1.563594,1.50542,65.5813,100
15,1.52333,1.397398,67.2176,100
16,1.365054,1.390146,67.0535,100
17,1.398758,1.3315039999999998,67.7807,100
18,1.268514,1.262025,68.5224,100
19,1.203918,1.204254,68.7943,100
20,1.163729,1.1820659999999998,69.3604,100
21,1.193425,1.207212,68.91590000000001,100
22,1.1944540000000001,1.1691719999999999,69.7056,100
23,1.144531,1.085274,70.7115,100
24,1.065608,1.048677,70.8249,100
25,1.025727,1.027659,70.5621,100
26,1.026119,1.08417,70.619,100
27,1.039947,1.028758,71.2937,100
28,0.9986450000000001,1.036976,70.9449,100
29,1.011571,1.006586,71.9061,100
30,0.9779429999999999,0.989571,72.19810000000001,100
31,1.0194,0.972999,72.01060000000001,100
32,0.941679,0.952858,72.3242,100
33,0.927589,0.976343,71.8899,100
34,0.9625440000000001,0.9496899999999999,72.7507,100
35,0.938405,0.9587399999999999,72.62989999999999,100
36,0.937513,0.8989109999999999,73.3747,100
37,0.8792740000000001,0.87261,73.4779,100
38,0.863283,0.936116,72.2822,100
39,0.9287780000000001,0.91298,72.788,100
40,0.901991,0.8809739999999999,73.4622,100
41,0.8544849999999999,0.868144,73.7136,100
42,0.8517319999999999,0.912431,72.7792,100
43,0.892788,0.8756489999999999,73.5121,100
44,0.8449070000000001,0.8554470000000001,74.1229,100
45,0.847581,0.839743,73.7324,100
46,0.8184269999999999,0.8322350000000001,74.63510000000001,100
47,0.82404,0.8333459999999999,73.9338,100
48,0.820336,0.827182,74.83840000000001,100
49,0.809423,0.841035,74.10430000000001,100
50,0.814269,0.802495,74.7722,100
51,0.751981,0.7881180000000001,75.2433,100
52,0.763356,0.7966530000000001,74.7142,100
53,0.762838,0.804281,75.132,100
54,0.7896899999999999,0.789177,74.99770000000001,100
55,0.7591870000000001,0.7756419999999999,75.4238,100
56,0.7739860000000001,0.760831,75.68090000000001,100
57,0.761382,0.7773780000000001,75.3882,100
58,0.752169,0.742295,76.01100000000001,100
59,0.720715,0.768133,75.8287,100
60,0.7093666666666667,0.7262878787878788,76.44909090909091,99
61,0.6965191919191919,0.7174676767676769,76.38262626262626,99
62,0.7010313131313132,0.7096989898989898,76.63515151515152,99
63,0.6859191919191919,0.7196929292929293,76.57565656565656,99
64,0.6961818181818181,0.6946666666666668,77.23646464646464,99
65,0.6984989898989898,0.7058171717171717,77.06707070707071,99
66,0.6763151515151515,0.7044474747474748,76.89949494949495,99
67,0.6673525252525252,0.6807979797979798,77.19383838383838,99
68,0.6417373737373738,0.6676383838383838,77.41868686868686,99
69,0.6517757575757576,0.681660606060606,77.06151515151515,99
70,0.6534989898989899,0.6796030303030303,77.06131313131313,99
71,0.663769696969697,0.6721393939393939,77.49717171717172,99
72,0.6518616161616162,0.6596313131313132,77.53272727272727,99
73,0.6353030303030304,0.6618969696969697,77.60717171717171,99
74,0.6576343434343435,0.6554434343434344,77.77242424242425,99
75,0.6311919191919192,0.6557040404040404,77.67030303030303,99
76,0.6032060606060606,0.6514878787878787,77.95262626262627,99
77,0.6170434343434343,0.6330838383838384,78.21040404040404,99
78,0.6165121212121212,0.6356434343434343,78.01222222222222,99
79,0.5976989898989898,0.626140404040404,78.65242424242425,99
80,0.6318616161616162,0.6441181818181818,77.86868686868686,99
81,0.6200717171717172,0.6328858585858587,78.16585858585859,99
82,0.596909090909091,0.6250808080808081,78.59070707070707,99
83,0.6106868686868687,0.6197767676767677,78.58828282828283,99
84,0.5781060606060606,0.6219292929292929,78.69252525252526,99
85,0.6048131313131313,0.6285333333333334,78.36131313131312,99
86,0.5996343434343434,0.6231373737373738,78.5061616161616,99
87,0.6261444444444445,0.6283515151515152,78.20282828282828,99
88,0.5937343434343434,0.6042828282828283,79.02454545454546,99
89,0.5761343434343434,0.6023222222222222,79.05535353535355,99
90,0.6177343434343434,0.6072636363636364,78.83222222222223,99
91,0.5705606060606061,0.589289898989899,79.39323232323233,99
92,0.5762656565656565,0.5957060606060606,79.10121212121213,99
93,0.5596737373737374,0.5902767676767676,79.37191919191919,99
94,0.57570101010101,0.5930616161616161,79.35272727272728,99
95,0.5591474747474747,0.5828848484848485,79.55787878787879,99
96,0.5702,0.5914262626262626,79.25464646464647,99
97,0.5731686868686868,0.5886010101010102,79.30646464646465,99
98,0.583620202020202,0.597360606060606,79.0420202020202,99
99,0.5572393939393939,0.5777818181818182,79.80353535353535,99
100,0.5718051546391753,0.576178350515464,79.62680412371134,97
101,0.5424958762886598,0.5662917525773196,80.07546391752577,97
102,0.5384216494845361,0.5719072164948453,79.76639175257732,97
103,0.5486164948453608,0.5893701030927835,79.21515463917525,97
104,0.5781381443298969,0.5755948453608247,79.86484536082475,97
105,0.547279381443299,0.570359793814433,79.76762886597938,97
106,0.5480845360824742,0.5698618556701032,79.79876288659794,97
107,0.5417628865979381,0.5698556701030928,80.01371134020619,97
108,0.5564061855670104,0.5627134020618556,80.19608247422681,97
109,0.5431298969072165,0.5581474226804124,80.35371134020619,97
110,0.5476690721649484,0.5711,79.76525773195876,97
111,0.5550556701030928,0.5741546391752577,79.84144329896907,97
112,0.5525618556701031,0.5575412371134021,80.14030927835051,97
113,0.5320680412371134,0.5665041237113402,80.0579381443299,97
114,0.5414824742268042,0.5566360824742268,80.31855670103093,97
115,0.5561979381443299,0.566981443298969,79.98432989690721,97
116,0.5434855670103093,0.5543164948453608,80.309793814433,97
117,0.5297649484536082,0.5580360824742268,80.1601030927835,97
118,0.553998969072165,0.5594659793814433,80.21721649484536,97
119,0.5408247422680412,0.5465886597938144,80.6701030927835,97
120,0.524223595505618,0.5462280898876405,80.54955056179774,89
121,0.5078157303370786,0.5401134831460673,80.82101123595505,89
122,0.5054033707865169,0.543191011235955,80.83977528089888,89
123,0.516052808988764,0.5472044943820225,80.4356179775281,89
124,0.5302168539325843,0.5484629213483146,80.52516853932585,89
125,0.5419134831460675,0.5456955056179775,80.60202247191012,89
126,0.5356438202247191,0.5452910112359551,80.5885393258427,89
127,0.5158505617977528,0.5444685393258427,80.86898876404494,89
128,0.511114606741573,0.5459337078651685,80.59483146067416,89
129,0.5228258426966292,0.5478179775280899,80.46719101123595,89
130,0.5235685393258427,0.5360471910112359,80.96247191011236,89
131,0.5046134831460675,0.5394988764044943,80.79134831460675,89
132,0.5028157303370786,0.5317460674157304,81.00707865168539,89
133,0.5172101123595506,0.534185393258427,81.04573033707865,89
134,0.5078393258426966,0.5331606741573034,81.0785393258427,89
135,0.5200235955056179,0.5261258426966292,81.17662921348315,89
136,0.5060865168539326,0.5293494382022472,81.16202247191012,89
137,0.5110123595505618,0.5339752808988765,81.0205617977528,89
138,0.5580168539325843,0.5306842696629214,81.06191011235956,89
139,0.515261797752809,0.5344539325842697,80.92415730337079,89
140,0.5197594594594594,0.5314283783783783,81.0604054054054,74
141,0.5032581081081081,0.5210486486486486,81.35810810810811,74
142,0.5043081081081081,0.5233216216216217,81.30459459459459,74
143,0.49834324324324325,0.5214027027027027,81.27013513513513,74
144,0.49495,0.5164432432432432,81.62472972972974,74
145,0.5085445945945946,0.5253635135135135,81.32027027027027,74
146,0.513354054054054,0.5277756756756756,81.16824324324324,74
147,0.49601621621621617,0.5175513513513513,81.55837837837838,74
148,0.49748648648648647,0.5329864864864865,80.98905405405405,74
149,0.5112608108108109,0.523727027027027,81.38648648648649,74
150,0.4795162162162162,0.5193702702702703,81.47635135135135,74
151,0.5091648648648648,0.5142581081081081,81.60945945945946,74
152,0.49113108108108106,0.5277283783783784,81.08135135135136,74
153,0.48896486486486485,0.5188216216216216,81.48513513513512,74
154,0.5146662162162162,0.5149743243243243,81.64189189189189,74
155,0.5080621621621622,0.5194067567567568,81.20148648648649,74
