Run,A,B,n,CE_o,CE_L,learn_BN,fitted_at_learn_BN,IPA
slp_0.2_64_run_0.txt,0.281152809294534,6.0991013366482605,0.8476158417148029,2.302585092994046,0.48329603766448526,55.0,0.48228147997882964,0.03307798282417383
slp_0.2_64_run_1.txt,0.2746215232386956,4.884305685571022,0.7935704678510899,2.302585092994046,0.4774178802142306,55.0,0.4748346029506137,0.03318485841417846
slp_0.2_64_run_10.txt,0.3184199036286076,0.7712546148431199,0.5305620585114875,2.302585092994046,0.5168364225651514,12.0,0.5161995962542958,0.14881238920240789
slp_0.2_64_run_11.txt,0.274489609096248,6.432717430849277,0.8554396496630738,2.302585092994046,0.4772991574860279,56.0,0.47695439717143817,0.03259439170550032
slp_0.2_64_run_12.txt,0.2847820338976806,5.612362551443873,0.8463530419399787,2.302585092994046,0.4865623398073171,50.0,0.48612594719909186,0.036320455063734575
slp_0.2_64_run_13.txt,0.261112175130351,4.971590509570856,0.7701464644258094,2.302585092994046,0.46525946691672027,63.0,0.46316839751891586,0.029163898826624218
slp_0.2_64_run_14.txt,0.2507884931733134,4.491265176369275,0.7346166615823452,2.302585092994046,0.4559681531553865,66.0,0.45538759476943225,0.02797904454300999
slp_0.2_64_run_15.txt,0.2615608923919348,4.600554758624364,0.7622701495554735,2.302585092994046,0.46566331245214587,59.0,0.46450599929496217,0.031134267466811864
slp_0.2_64_run_16.txt,0.2745448670927213,6.80613661111934,0.8610870094637159,2.302585092994046,0.4773488896828537,59.0,0.47488027716311343,0.03093620683578292
slp_0.2_64_run_17.txt,0.3064249116940316,8.945287887976605,0.9865445234594772,2.302585092994046,0.5060409298240329,47.0,0.5027496317105148,0.038224343897234316
slp_0.2_64_run_18.txt,0.2845625180211195,5.717351290811079,0.8246911531190562,2.302585092994046,0.4863647755184122,57.0,0.4854308216595909,0.031863514341677786
slp_0.2_64_run_19.txt,0.2928544410900735,5.787198453789777,0.8634760699569926,2.302585092994046,0.4938275062804707,48.0,0.49377505975322844,0.037682449723199486
slp_0.2_64_run_2.txt,0.273320971607042,4.537840382715819,0.7758987743207704,2.302585092994046,0.4762473837457424,54.0,0.4758577687890003,0.0338210686897834
slp_0.2_64_run_20.txt,0.2634861881796808,3.980168613907376,0.7156800150190901,2.302585092994046,0.4673960786611171,63.0,0.4663733466983495,0.029129984354490934
slp_0.2_64_run_21.txt,0.2670483593527066,5.288683230956604,0.7992378879524503,2.302585092994046,0.47060203271684053,58.0,0.4702913298864201,0.03158591483236561
slp_0.2_64_run_22.txt,0.2901722528620439,6.2670114489334905,0.8801522556118199,2.302585092994046,0.4914135368752439,49.0,0.49048482452092956,0.03696268481875106
slp_0.2_64_run_23.txt,0.2860957874913352,6.101172413401579,0.8638762138488506,2.302585092994046,0.48774471804160635,51.0,0.4870045258647989,0.0355851053912243
slp_0.2_64_run_24.txt,0.2712140427388734,4.789388581715015,0.7862610063922775,2.302585092994046,0.4743511477643907,55.0,0.47339860727797123,0.033240617185993734
slp_0.2_64_run_25.txt,0.2891178476134476,5.910793507761303,0.8689692591694883,2.302585092994046,0.4904645721515073,48.0,0.48998889871740137,0.03775251085088622
slp_0.2_64_run_26.txt,0.292726846609056,6.708519995422213,0.8956344242990326,2.302585092994046,0.4937126712475548,50.0,0.4910019052305503,0.03617744843492982
slp_0.2_64_run_27.txt,0.2895796769927879,5.563668438539338,0.8402593209983673,2.302585092994046,0.49088021859291353,51.0,0.49070809441624663,0.0355236249882575
slp_0.2_64_run_28.txt,0.2755850033636309,5.065332705907089,0.7996662648413142,2.302585092994046,0.4782850123266722,55.0,0.47818572436872675,0.03316909237577043
slp_0.2_64_run_29.txt,0.2941882583411147,6.784069632017831,0.8991102187181441,2.302585092994046,0.49502794180640786,50.0,0.491974693243888,0.03615114302375276
slp_0.2_64_run_3.txt,0.2963031962914845,7.153243346237015,0.9380216207207122,2.302585092994046,0.4969313859617406,45.0,0.4934547497365961,0.04012563793405123
slp_0.2_64_run_30.txt,0.2642811500242529,4.769148229311404,0.7802355663376681,2.302585092994046,0.46811154432123225,56.0,0.4677251136546129,0.03275845622630024
slp_0.2_64_run_31.txt,0.2751991074463038,5.588721785150019,0.8193925961352879,2.302585092994046,0.4779377060010781,57.0,0.47581837873578836,0.0320113576665433
slp_0.2_64_run_32.txt,0.2770591937029121,4.896954613795302,0.8012852204779741,2.302585092994046,0.4796117836320253,53.0,0.4774069868954174,0.034395722818151335
slp_0.2_64_run_33.txt,0.2853230625927824,5.598033349088761,0.8352051330562058,2.302585092994046,0.48704926563290885,53.0,0.4853697299289076,0.034255392969078056
slp_0.2_64_run_34.txt,0.2826423101217384,6.235941573771497,0.8632276598638458,2.302585092994046,0.48463658840896917,53.0,0.4819168551547882,0.0343009151808505
