file,CEasy,B,n,CE_l,BN_learn
slp_0.2_1024_run_0.txt,0.2435791374606539,5.233827454624307,0.8708021271502769,0.449479733013993,43.0
slp_0.2_1024_run_1.txt,0.2481528961723306,5.080126937818896,0.8740875553276375,0.4535961158545021,39.0
slp_0.2_1024_run_10.txt,0.25090852709818395,5.009816946907053,0.884897417317469,0.45607618368777025,38.0
slp_0.2_1024_run_11.txt,0.25439633143292684,5.832130574782046,0.9222545358297365,0.45921520758903855,39.0
slp_0.2_1024_run_12.txt,0.2524563669728719,5.456659948333109,0.8963448869620521,0.45746923957498953,41.0
slp_0.2_1024_run_13.txt,0.2502393410434776,5.65932047034412,0.8993652260985965,0.4554739162385344,41.0
slp_0.2_1024_run_14.txt,0.23929806440242385,4.720918135847407,0.8536898438279957,0.4456267672615859,39.0
slp_0.2_1024_run_15.txt,0.2528543748688489,5.819629317933506,0.9191579050129085,0.45782744668136854,41.0
slp_0.2_1024_run_16.txt,0.2423259822731922,4.916331943087215,0.8570532681679329,0.4483518933452775,40.0
slp_0.2_1024_run_17.txt,0.25702279391857685,5.755175833549952,0.9220717519146202,0.4615790238261237,40.0
slp_0.2_1024_run_18.txt,0.24613287733725298,5.300185731455908,0.8942580635380277,0.4517780989029321,38.0
slp_0.2_1024_run_19.txt,0.23995710726913774,4.980769865755075,0.8536101827614289,0.4462199058416283,41.0
slp_0.2_1024_run_2.txt,0.24931985247499097,5.634146801550277,0.9100796566810604,0.45464637652689643,39.0
slp_0.2_1024_run_20.txt,0.256460159342999,5.7673180598347695,0.9253719589998134,0.4610726527081035,40.0
slp_0.2_1024_run_21.txt,0.24815700127130594,5.388915134403538,0.8933810849280683,0.4535998104435801,38.0
slp_0.2_1024_run_22.txt,0.25087409837194324,5.71375799915419,0.9107057334009556,0.4560451978341533,39.0
slp_0.2_1024_run_23.txt,0.2530214206605595,5.4868087743210054,0.9206603528428523,0.4579777878939082,36.0
slp_0.2_1024_run_24.txt,0.25308001340932607,5.412785013760468,0.9077241195636687,0.45803052136779776,38.0
slp_0.2_1024_run_25.txt,0.2615149087367699,6.152214224866059,0.9611611457636476,0.4656219271624975,35.0
slp_0.2_1024_run_26.txt,0.25133341484785565,5.440009556840875,0.9092812710826204,0.4564585826624745,40.0
slp_0.2_1024_run_27.txt,0.25206117674475154,5.194448228078185,0.8972606542184551,0.457113568369681,38.0
slp_0.2_1024_run_28.txt,0.25910761137890603,1.6214689551674044,0.6848662124239862,0.46345535954041983,38.0
slp_0.2_1024_run_29.txt,0.25075719250773676,5.345315131296435,0.9038245937603945,0.4559399825563679,37.0
slp_0.2_1024_run_3.txt,0.26458474069955307,6.0620175857416525,0.9687375155356556,0.4683847759290023,35.0
slp_0.2_1024_run_30.txt,0.2443633135734758,5.5555530373038176,0.8874666426254226,0.450185491515533,41.0
slp_0.2_1024_run_31.txt,0.24762446804715027,5.1552357111102065,0.8788274534066828,0.45312053054184,40.0
slp_0.2_1024_run_32.txt,0.24835008459400026,5.457158436988907,0.9000855299878567,0.4537735854340046,39.0
slp_0.2_1024_run_33.txt,0.3134468574264835,6.995885493288945,2.1615775904137364,0.5123606809832397,29.0
slp_0.2_1024_run_34.txt,0.2550315723574824,5.86098873936669,0.9271305660458864,0.4597869244211388,39.0
slp_0.2_1024_run_35.txt,0.2512674364411922,5.338009576982328,0.9078703146975927,0.45639920209647733,38.0
slp_0.2_1024_run_36.txt,0.2554980210375051,5.973189695913539,0.9308448748424176,0.4602067282331592,37.0
slp_0.2_1024_run_37.txt,0.25796269484290946,5.855701920737144,0.9327144777662315,0.46242493465802315,38.0
slp_0.2_1024_run_38.txt,0.24834200721616304,5.208336463268626,0.887285420133464,0.4537663157939511,39.0
slp_0.2_1024_run_39.txt,0.25162712856020275,5.518986797369174,0.9022230377812599,0.4567229250035869,39.0
slp_0.2_1024_run_4.txt,0.2609366525729715,5.751575540261234,0.9419995636462266,0.46510149661507905,36.0
slp_0.2_1024_run_40.txt,0.26472780674514107,7.396811166702378,1.002355611671127,0.4685135353700316,37.0
