file,CEasy,B,n,CE_l,BN_learn
slp_0.2_60000_run_0.txt,0.2838111243888546,6.9589569324389755,1.0380815635401657,0.4856885212493738,31.0
slp_0.2_60000_run_1.txt,0.27042425787255825,5.747998646125463,0.9549666372635217,0.473640341384707,33.0
slp_0.2_60000_run_10.txt,0.2751238401510423,6.480113489313711,0.9869967430936564,0.47786996543534266,34.0
slp_0.2_60000_run_11.txt,0.25944428501884903,5.527884587156972,0.9239284749939792,0.46375836581636887,34.0
slp_0.2_60000_run_12.txt,0.2729123591756314,5.984522353533639,0.9716862642647022,0.4758796325574728,33.0
slp_0.2_60000_run_13.txt,0.27454636976463137,6.127629197087813,0.9864120218963214,0.4773502420875728,32.0
slp_0.2_60000_run_14.txt,0.2719555844951759,5.158462304857336,0.9322543489023671,0.4750185353450629,32.0
slp_0.2_60000_run_15.txt,0.2721022615510974,6.0963245543601,0.9771027561766779,0.4751505446953923,33.0
slp_0.2_60000_run_16.txt,0.2701669856885832,5.778433539534388,0.9544504406403109,0.4734087964191296,34.0
slp_0.2_60000_run_17.txt,0.2702409573908775,5.6880639510700775,0.9585531915863557,0.4734753709511943,33.0
slp_0.2_60000_run_18.txt,0.2683606476524655,6.071561702184313,0.9679711009119893,0.4717830921866233,33.0
slp_0.2_60000_run_19.txt,0.2706853108076722,5.4798646410932905,0.9463674507266546,0.4738752890263096,33.0
slp_0.2_60000_run_2.txt,0.2706927431081322,5.602443517446821,0.9492917333878423,0.4738819780967236,33.0
slp_0.2_60000_run_20.txt,0.27445883670856003,6.324456379459664,1.0003636321527032,0.4772714623371084,32.0
slp_0.2_60000_run_21.txt,0.274856439776083,6.368935439556578,0.9866408597663472,0.47762930509787904,34.0
slp_0.2_60000_run_22.txt,0.270500131187676,5.9605822309104495,0.9627985005966795,0.4737086273683129,33.0
slp_0.2_60000_run_23.txt,0.2767931837794566,6.4816859223773005,1.0198526048919607,0.47937237470091554,31.0
slp_0.2_60000_run_24.txt,0.27186128596029224,6.110966255538253,0.9916652712800282,0.47493366666366765,32.0
slp_0.2_60000_run_25.txt,0.2817258938308075,6.554948172692865,1.009332489801801,0.4838118137471312,32.0
slp_0.2_60000_run_26.txt,0.2729294730988847,5.806006206241888,0.9707720970836455,0.47589503508840103,32.0
slp_0.2_60000_run_27.txt,0.2833503432077201,6.623531096012436,1.020699898027587,0.4852738181863525,32.0
slp_0.2_60000_run_28.txt,0.2732224680192865,6.181645461159013,0.9812726982296753,0.4761587305167625,32.0
slp_0.2_60000_run_29.txt,0.26552526674069654,5.233372962452243,0.9312102429789044,0.46923124936603133,32.0
slp_0.2_60000_run_3.txt,0.2707461994510274,6.003877435357574,0.9752065159583524,0.47393008880532905,33.0
slp_0.2_60000_run_30.txt,0.27157112669909994,6.298504725329613,0.9830510834303527,0.47467252332859444,34.0
slp_0.2_60000_run_31.txt,0.2700152434331159,5.8952404185386165,0.9687632973751243,0.4732722283892088,34.0
slp_0.2_60000_run_32.txt,0.2779458331495688,6.740332747842304,1.0247454159807081,0.4804097591340164,31.0
slp_0.2_60000_run_33.txt,0.27829103330005395,6.329842436690214,1.0006480530844426,0.4807204392694533,32.0
slp_0.2_60000_run_34.txt,0.2767450615527681,6.216863707524278,0.9878764897597385,0.47932906469689596,33.0
slp_0.2_60000_run_35.txt,0.2732155490434622,5.604905143404948,0.9626200561626777,0.47615250343852056,31.0
slp_0.2_60000_run_36.txt,0.28113296962574263,7.447844815825444,1.0327184203511697,0.4832781819625731,34.0
slp_0.2_60000_run_37.txt,0.28206741779948186,6.781816190593037,1.007062666132711,0.48411918531893816,34.0
slp_0.2_60000_run_38.txt,0.27622934239383723,6.609987705665676,0.9980225474087991,0.47886491745385795,33.0
slp_0.2_60000_run_39.txt,0.2707675466525042,5.728762577057511,0.963849416898027,0.47394930128665846,32.0
slp_0.2_60000_run_4.txt,0.2666335122239796,5.874663443571904,0.9507217945226458,0.4702286703009859,35.0
