file,CEasy,B,n,CE_l,BN_learn
slp_0.8_64_run_0.txt,0.30309444471855707,8.611131788288706,0.6961990663885516,0.5030435095461059,210.0
slp_0.8_64_run_1.txt,0.31520384802130086,8.795290184361315,0.6905741184302068,0.5139419725185754,230.0
slp_0.8_64_run_10.txt,0.34802163318124046,8.484026174349847,0.7099731641792025,0.543477979162521,189.0
slp_0.8_64_run_11.txt,0.28910846403514534,7.89024781020764,0.673034913541792,0.49045612693103524,224.0
slp_0.8_64_run_14.txt,0.3390175355365104,9.156347842206758,0.7278309517120792,0.5353742912822639,182.0
slp_0.8_64_run_15.txt,0.31760582417600663,8.642986355417548,0.6947277892871223,0.5161037510578106,223.0
slp_0.8_64_run_16.txt,0.2792239655546843,7.303209331414095,0.6354937613503765,0.48156007829862024,275.0
slp_0.8_64_run_17.txt,0.30053108935778594,8.700425965585957,0.6933911544250394,0.5007364897214119,216.0
slp_0.8_64_run_18.txt,0.31415348737552884,8.424826924685991,0.7015282136310727,0.5129966479373806,197.0
slp_0.8_64_run_19.txt,0.3191289807613197,8.749465619924957,0.7043510097575241,0.5174745919845924,211.0
slp_0.8_64_run_2.txt,0.2770445108631695,8.42101194189876,0.6601660834635089,0.4795985690762572,286.0
slp_0.8_64_run_20.txt,0.29484523535530216,7.105363267988107,0.6301378370206296,0.49561922111917633,283.0
slp_0.8_64_run_21.txt,0.33808047026484295,8.001341528489247,0.6802314739806766,0.5345309325377632,217.0
slp_0.8_64_run_22.txt,0.3022492673497673,7.168361197273598,0.6436837721451057,0.5022828499141951,258.0
slp_0.8_64_run_23.txt,0.2897661529954222,6.735014479350543,0.6052284524937043,0.4910480469952847,327.0
slp_0.8_64_run_24.txt,0.32830429549379087,7.775580500073598,0.6645238735457739,0.5257323752438163,248.0
slp_0.8_64_run_25.txt,0.32699005314154883,9.236060932770185,0.7269188661202669,0.5245495571267984,182.0
slp_0.8_64_run_26.txt,0.3164538127291438,7.612366500118206,0.6521999146762463,0.5150669407556341,262.0
slp_0.8_64_run_27.txt,0.3072941726521855,7.560903715343792,0.6357476754379057,0.5068232646863715,301.0
slp_0.8_64_run_28.txt,0.31461937350661673,9.017465582972395,0.698862126147936,0.5134159454553595,227.0
slp_0.8_64_run_29.txt,0.3024853426412688,7.705383784359143,0.6577503364997056,0.5024953176765468,254.0
slp_0.8_64_run_3.txt,0.3683875601264843,14.38551752600653,0.82814701773424,0.5618073134132404,178.0
slp_0.8_64_run_30.txt,0.2754074696431737,7.813057859940353,0.644232740435011,0.47812523197826073,287.0
slp_0.8_64_run_31.txt,0.291215806140025,7.13106496348781,0.6261701299711983,0.4923527348254273,300.0
slp_0.8_64_run_32.txt,0.3012924674703855,7.5410934531957015,0.6566954554030737,0.5014217300227517,237.0
slp_0.8_64_run_33.txt,0.333707910968388,8.419598227684622,0.6945124216426519,0.5305956291709537,208.0
slp_0.8_64_run_34.txt,0.2941861214624405,7.407378991816871,0.6395766051972279,0.4950260186156008,271.0
slp_0.8_64_run_36.txt,0.30985001372007714,8.22776699649963,0.6764654249722302,0.5091235216474739,245.0
slp_0.8_64_run_37.txt,0.32407495625271787,8.738608779647105,0.7029968597109076,0.5219259699268506,213.0
slp_0.8_64_run_38.txt,0.32306643520705464,7.212256561007379,0.648754544148672,0.5210183009857539,253.0
slp_0.8_64_run_39.txt,0.2883532451015841,7.337993342939497,0.6262490848088973,0.48977642989083026,306.0
slp_0.8_64_run_4.txt,0.28053447017487376,7.050570117949628,0.6361169837236524,0.4827395324567907,256.0
slp_0.8_64_run_40.txt,0.29967595781175393,8.149591893119867,0.6703633734906634,0.4999668713299832,248.0
slp_0.8_64_run_42.txt,0.29502147611989993,8.201706319131086,0.6612167887192935,0.49577783780731477,264.0
slp_0.8_64_run_43.txt,0.38734633906030713,15.512600710703929,0.8399063661720491,0.578870214453681,187.0
slp_0.8_64_run_44.txt,0.3134818692884125,8.639817410650174,0.6884131345541811,0.5123921916589758,226.0
slp_0.8_64_run_45.txt,0.3660888797983529,15.56538422502085,0.8489286835337237,0.5597385011179221,179.0
slp_0.8_64_run_46.txt,0.3190661327434471,8.741581841128387,0.6749125034049921,0.5174180287685071,272.0
slp_0.8_64_run_5.txt,0.3076372947160234,8.127252312687794,0.6651584883395941,0.5071320745438255,243.0
slp_0.8_64_run_50.txt,0.31390665425810377,7.668845383488055,0.651889954795907,0.512774498131698,264.0
slp_0.8_64_run_51.txt,0.3194496505435066,8.545266010910101,0.7031036556888056,0.5177631947885606,199.0
slp_0.8_64_run_52.txt,0.2897485111421795,8.317347672493424,0.6668097821219361,0.49103216932736626,259.0
slp_0.8_64_run_53.txt,0.30100701883498227,7.81269508683613,0.6593767022179442,0.5011648262508885,254.0
slp_0.8_64_run_54.txt,0.31393269749468333,7.751863751089772,0.6447782429171578,0.5127979370446194,294.0
slp_0.8_64_run_55.txt,0.3062640622070717,9.947497777142434,0.7134174281726708,0.505896165285769,232.0
slp_0.8_64_run_56.txt,0.31117331478998345,8.815546026333331,0.6785528031743435,0.5103144926103897,263.0
slp_0.8_64_run_58.txt,0.3137584877461848,7.040310229288693,0.6116244160364134,0.5126411482709707,332.0
slp_0.8_64_run_59.txt,0.32577192172896396,6.884523693095391,0.6225655477261328,0.523453238855472,297.0
slp_0.8_64_run_6.txt,0.29956243827975015,8.362294953476734,0.6628188071371659,0.49986470375117964,277.0
slp_0.8_64_run_60.txt,0.30060909256324786,9.157678308245988,0.693597793353773,0.5008066926063277,228.0
slp_0.8_64_run_61.txt,0.3241582379609135,8.481354523525608,0.6940063675955632,0.5220009234642267,210.0
slp_0.8_64_run_63.txt,0.3789929123261725,15.42438930113238,0.8560389164195952,0.5713521303929598,164.0
slp_0.8_64_run_64.txt,0.32455291901783717,8.334819298987828,0.6767244300120409,0.5223561364154579,243.0
slp_0.8_64_run_65.txt,0.33465122843035433,7.652075804310932,0.6451351291856974,0.5314446148867233,279.0
slp_0.8_64_run_66.txt,0.31120895513852426,7.951577909699193,0.6516618036262818,0.5103465689240763,284.0
slp_0.8_64_run_67.txt,0.2789840238405175,7.538232053476312,0.6483282724001009,0.48134413075587035,261.0
slp_0.8_64_run_68.txt,0.30462446724045744,7.672124223467747,0.6562269342549171,0.5044205298158162,251.0
slp_0.8_64_run_69.txt,0.2885930782605231,7.595373526384508,0.6582797997397396,0.4899922797338754,245.0
slp_0.8_64_run_7.txt,0.31626946180437887,8.762678008457813,0.676916896102828,0.5149010249233454,254.0
slp_0.8_64_run_70.txt,0.31403010231188966,8.006888485443952,0.6648424305852915,0.5128856013801053,254.0
slp_0.8_64_run_71.txt,0.2964238964550332,7.484170161263459,0.6574144569949334,0.49704001610893433,245.0
slp_0.8_64_run_72.txt,0.3353623736014777,7.4417758131891105,0.6454811560608051,0.5320846455407344,283.0
slp_0.8_64_run_73.txt,0.30333959749688766,8.341736145561217,0.6749249703268175,0.5032641470466035,252.0
slp_0.8_64_run_74.txt,0.29213466190280724,7.86541955162906,0.6535395159051635,0.49317970501193087,259.0
slp_0.8_64_run_75.txt,0.3068450299690324,7.517504680589926,0.6482291940223134,0.5064190362715337,256.0
slp_0.8_64_run_76.txt,0.3169463231090602,8.739234121207973,0.6997784439016542,0.5155102000975587,212.0
slp_0.8_64_run_77.txt,0.2961834505656966,6.756887381205945,0.6083705224486335,0.49682361480853166,328.0
slp_0.8_64_run_78.txt,0.3182892029273743,7.1769262419775215,0.637711768402588,0.5167187919340415,269.0
slp_0.8_64_run_79.txt,0.31086769850611096,8.187615698647344,0.6597246646873991,0.5100394379549045,272.0
slp_0.8_64_run_8.txt,0.3036442243470582,6.976144364005455,0.6223162458082876,0.5035383112117569,294.0
slp_0.8_64_run_80.txt,0.31237593776912453,7.538915140903435,0.6439315519753159,0.5113968532916164,276.0
slp_0.8_64_run_81.txt,0.2858555250344341,8.02056169183951,0.6634666762772519,0.48752848183039554,247.0
slp_0.8_64_run_82.txt,0.28243419836447753,7.83397411986253,0.6266155397694474,0.48444928782743446,337.0
slp_0.8_64_run_83.txt,0.3163645927708153,7.950162417737383,0.6813862055295763,0.5149866427931382,219.0
slp_0.8_64_run_85.txt,0.3214683070915646,9.078022544673326,0.6988130218701467,0.5195799856818126,225.0
slp_0.8_64_run_86.txt,0.30719054814310076,9.336628424648996,0.7047742001305052,0.5067300026281953,222.0
slp_0.8_64_run_87.txt,0.3279003663568907,8.200185569062434,0.6787035750093463,0.5253688390206062,235.0
slp_0.8_64_run_88.txt,0.2969642677044244,7.349235587251202,0.641074379174601,0.4975263502333864,270.0
slp_0.8_64_run_89.txt,0.35469846503777536,13.077759866382321,0.8000384640509792,0.5494871278334024,189.0
slp_0.8_64_run_9.txt,0.31295240366865806,7.76069148928854,0.6759539052116948,0.5119156726011969,225.0
slp_0.8_64_run_90.txt,0.3131960362196718,9.278518871537077,0.6951598008941287,0.5121349418971091,236.0
slp_0.8_64_run_91.txt,0.34198521966545076,11.099407300794228,0.7469627779901583,0.5380452069983102,217.0
slp_0.8_64_run_92.txt,0.2958077989711647,7.768344338993427,0.6457337995135054,0.49648552837345283,282.0
slp_0.8_64_run_93.txt,0.3087715767757797,8.445466410572532,0.7069817495555966,0.5081529283976063,189.0
slp_0.8_64_run_94.txt,0.31380412607827013,8.972876764610227,0.7162442145763737,0.5126822227698478,190.0
slp_0.8_64_run_96.txt,0.2817616154525394,8.049955530030905,0.6569888341131869,0.4838439632066902,267.0
slp_0.8_64_run_97.txt,0.3111988093167409,8.481450189457341,0.682584904532635,0.5103374376844714,245.0
slp_0.8_64_run_98.txt,0.3250001163320538,8.378514915040103,0.6894835230466887,0.522758613998253,220.0
slp_0.8_64_run_99.txt,0.34099735805668585,8.125247255567182,0.6750770779602101,0.5371561315504219,248.0
