Batch_Number,Mean_Fit_CE,Std_Fit_CE
0,8.675166082126587,0.5316545993239903
1,5.718255200762794,0.26500503432664085
2,4.50809386552375,0.17266089988415456
3,3.8212712836135965,0.12662383374509006
4,3.369120603549584,0.09968693557472041
5,3.0447215911783156,0.08246906105326196
6,2.7984717779830164,0.07084899243586129
7,2.603930134940133,0.06272132209537243
8,2.4455936652406653,0.05689287410044497
9,2.3137164965734103,0.052635325053163005
10,2.201836229691218,0.049479648187174624
11,2.105482960231324,0.04711196371938035
12,2.0214571834837467,0.045316328431007157
13,1.947402795269426,0.043941127538606364
14,1.8815427848551678,0.04287824018459755
15,1.8225092510798422,0.04204958224081273
16,1.7692304664506597,0.04139814779902069
17,1.7208537125780403,0.040881912883094354
18,1.676691255932469,0.040469618329907225
19,1.6361817059461083,0.04013781482898481
20,1.5988618464862454,0.039868770012586194
21,1.5643457517226467,0.03964897196861867
22,1.532309065722374,0.03946804979405572
23,1.5024770056668357,0.03931798847341188
24,1.4746150920994296,0.03919255325164089
25,1.448521904635127,0.03908686432862636
26,1.4240233614984137,0.038997080258861366
27,1.400968159069537,0.03892016055862835
28,1.3792241040997666,0.03885368645478478
29,1.3586751397723182,0.0387957246198923
30,1.3392189160869925,0.03874472291185198
31,1.3207647909569227,0.03869943010399655
32,1.3032321748597073,0.03865883371682244
33,1.2865491515790024,0.038622111594925755
34,1.2706513223784441,0.038588593985121426
35,1.2554808321834556,0.0385577336846429
36,1.2409855449435065,0.038529082426250034
37,1.2271183419800313,0.038502272109662346
38,1.213836522281314,0.03847699981837256
39,1.2011012877428076,0.0384530158078798
40,1.1888772995338848,0.03843011383751838
41,1.1771322942968585,0.03840812335912715
42,1.1658367508995011,0.03838690318330365
43,1.1549636000802062,0.038366336326334995
44,1.144487970630942,0.03834632580429999
45,1.1343869668228195,0.03832679118989387
46,1.1246394726432731,0.03830766578566165
47,1.115225979121786,0.038288894297106725
48,1.106128431603798,0.038270430912501166
49,1.0973300943140207,0.038252237714621676
50,1.0888154299501394,0.03823428336418829
51,1.0805699923809342,0.03821654200633608
52,1.0725803308014399,0.03819899236065792
53,1.0648339039316503,0.03818161696272343
