Batch_Number,Avg_CE_Train,Avg_Accuracy,Avg_CE_Test,Num_Runs
0,,9.02,2.356891,100
1,2.3556630000000003,21.6402,2.194769,100
2,2.1979290000000002,36.516799999999996,2.053261,100
3,2.0591470000000003,47.992,1.9238830000000002,100
4,1.9313999999999998,56.126400000000004,1.806018,100
5,1.81704,61.188599999999994,1.7007310000000002,100
6,1.715497,65.1949,1.607115,100
7,1.619795,67.7806,1.5223179999999998,100
8,1.538084,69.8553,1.447005,100
9,1.4659890000000002,71.452,1.3805520000000002,100
10,1.398493,72.8804,1.3200669999999999,100
11,1.338705,73.8108,1.266123,100
12,1.283076,74.9479,1.217067,100
13,1.2391379999999999,75.7555,1.17336,100
14,1.193314,76.5332,1.132939,100
15,1.153983,77.1931,1.096901,100
16,1.12143,77.598,1.06384,100
17,1.087588,78.2459,1.0329000000000002,100
18,1.055334,78.6853,1.00478,100
19,1.0319669999999999,79.1114,0.9791620000000001,100
20,1.004298,79.4858,0.954842,100
21,0.9758169999999999,79.73689999999999,0.933058,100
22,0.957297,80.14699999999999,0.9117149999999999,100
23,0.936031,80.498,0.892512,100
24,0.916973,80.7833,0.8741490000000001,100
25,0.8996590000000001,81.06609999999999,0.857165,100
26,0.880861,81.3724,0.840789,100
27,0.8652160000000001,81.5189,0.825849,100
28,0.8513809999999999,81.7744,0.811451,100
29,0.839866,82.03290000000001,0.7975239999999999,100
30,0.824231,82.25299999999999,0.78496,100
31,0.8087489999999999,82.3849,0.7726850000000001,100
32,0.798402,82.6293,0.7610129999999999,100
33,0.78743,82.72120000000001,0.750313,100
34,0.773975,82.9164,0.739563,100
35,0.7652169999999999,83.0689,0.729544,100
36,0.7560290000000001,83.1999,0.719622,100
37,0.7453690000000001,83.37100000000001,0.7103090000000001,100
38,0.732947,83.43809999999999,0.701758,100
39,0.725762,83.6013,0.6930459999999999,100
40,0.7179099999999999,83.7407,0.684794,100
41,0.708012,83.85860000000001,0.677021,100
42,0.70711,83.9597,0.6696380000000001,100
43,0.694404,84.0883,0.662157,100
44,0.685965,84.20469999999999,0.6551300000000001,100
45,0.682504,84.3242,0.6482049999999999,100
46,0.671334,84.39620000000001,0.6416339999999999,100
47,0.6672750000000001,84.49780000000001,0.635787,100
48,0.6618600000000001,84.59809999999999,0.6293679999999999,100
49,0.6533329999999999,84.7043,0.6233270000000001,100
50,0.650308,84.8087,0.61774,100
51,0.6403279999999999,84.8809,0.611892,100
52,0.635451,84.9418,0.606401,100
53,0.6335999999999999,85.0459,0.601124,100
54,0.6285649999999999,85.094,0.596235,100
55,0.620285,85.17739999999999,0.591488,100
56,0.617213,85.3123,0.586214,100
57,0.6111869999999999,85.3539,0.581531,100
58,0.60674,85.4594,0.576983,100
59,0.601357,85.38770000000001,0.5740999999999999,100
60,0.595494,85.52510000000001,0.5683469999999999,100
61,0.594226,85.6212,0.564241,100
62,0.585801,85.66850000000001,0.560221,100
63,0.5801700000000001,85.7519,0.556211,100
64,0.578754,85.8021,0.552142,100
65,0.572596,85.86540000000001,0.548345,100
66,0.575663,85.92190000000001,0.544655,100
67,0.567913,85.96950000000001,0.541222,100
68,0.56627,86.0467,0.537625,100
69,0.556413,86.0952,0.534632,100
70,0.560762,86.1576,0.530788,100
71,0.556601,86.2312,0.527602,100
72,0.545752,86.2569,0.524405,100
73,0.549021,86.31360000000001,0.521274,100
74,0.543478,86.3881,0.518103,100
75,0.544343,86.4275,0.515447,100
76,0.536027,86.4842,0.5123169999999999,100
77,0.5318809999999999,86.5211,0.509409,100
78,0.532484,86.5635,0.506852,100
79,0.5270819999999999,86.6067,0.503834,100
80,0.5256689999999999,86.6829,0.50132,100
81,0.522351,86.7139,0.498512,100
82,0.524259,86.7481,0.49599,100
83,0.519478,86.7775,0.493738,100
84,0.516792,86.84100000000001,0.49103600000000003,100
85,0.514335,86.89030000000001,0.488697,100
86,0.513062,86.92209999999999,0.48649000000000003,100
87,0.5071370000000001,86.99690000000001,0.483929,100
88,0.506193,87.0423,0.481576,100
89,0.507057,87.0539,0.479554,100
90,0.502216,87.0967,0.477443,100
91,0.502611,87.1426,0.475381,100
92,0.50032,87.16629999999999,0.47316699999999995,100
93,0.493527,87.2256,0.47090200000000004,100
94,0.49194200000000005,87.2447,0.46903,100
95,0.493031,87.2906,0.467163,100
96,0.49213900000000005,87.32979999999999,0.465259,100
97,0.48104399999999997,87.3687,0.46327599999999997,100
98,0.486458,87.42209999999999,0.461272,100
99,0.484866,87.4283,0.45942,100
100,0.48220399999999997,87.4667,0.45780099999999996,100
101,0.481417,87.51370000000001,0.456177,100
102,0.476196,87.5342,0.454516,100
103,0.475777,87.5692,0.45291600000000004,100
104,0.47710500000000006,87.5891,0.451449,100
105,0.479184,87.611,0.449641,100
106,0.471683,87.6628,0.447989,100
107,0.471641,87.6918,0.446279,100
108,0.46878,87.71790000000001,0.445062,100
109,0.46360100000000004,87.7474,0.443107,100
110,0.469459,87.7764,0.441793,100
111,0.468768,87.8074,0.44042699999999996,100
112,0.460319,87.8365,0.43902700000000006,100
113,0.46299599999999996,87.8813,0.43770400000000004,100
114,0.459536,87.8985,0.43627099999999996,100
115,0.45890099999999995,87.947,0.434632,100
116,0.456337,87.92479999999999,0.433688,100
117,0.46171799999999996,87.9757,0.432447,100
118,0.454938,87.95209999999999,0.432308,100
119,0.449155,88.04379999999999,0.429691,100
120,0.446121,88.0372,0.428659,100
121,0.451922,88.06639999999999,0.427859,100
122,0.450802,88.1007,0.42623,100
123,0.44656,88.1259,0.425383,100
124,0.45030099999999995,88.1618,0.42422800000000005,100
125,0.44373399999999996,88.1682,0.423055,100
126,0.441704,88.176,0.422192,100
127,0.437691,88.229,0.421022,100
128,0.44260599999999994,88.24430000000001,0.41973799999999994,100
129,0.438695,88.2467,0.418799,100
130,0.43971699999999997,88.295,0.417449,100
131,0.43759,88.3133,0.416774,100
132,0.43666699999999997,88.29630000000002,0.41596200000000005,100
133,0.434822,88.3734,0.414491,100
134,0.435332,88.35790000000001,0.413814,100
135,0.438698,88.3994,0.412702,100
136,0.432112,88.41950000000001,0.411918,100
137,0.43148899999999996,88.4399,0.410961,100
138,0.43188899999999997,88.47120000000001,0.40987,100
139,0.429148,88.48610000000001,0.409022,100
140,0.429865,88.50110000000001,0.408294,100
141,0.42554700000000006,88.5228,0.407046,100
142,0.432262,88.5317,0.40669400000000006,100
143,0.42448099999999994,88.5642,0.405586,100
144,0.425376,88.57530000000001,0.40462400000000004,100
145,0.42159599999999997,88.60459999999999,0.403919,100
146,0.425437,88.6135,0.40342300000000003,100
147,0.425044,88.61319999999999,0.40242199999999995,100
148,0.421845,88.6187,0.402007,100
149,0.421605,88.62979999999999,0.40097299999999997,100
150,0.415795,88.65879999999999,0.40014099999999997,100
151,0.41698,88.6792,0.39946600000000004,100
152,0.42019199999999995,88.70469999999999,0.39866799999999997,100
153,0.41765500000000005,88.7229,0.39804900000000004,100
154,0.42129600000000006,88.73620000000001,0.39758000000000004,100
155,0.416325,88.7658,0.396724,100
156,0.411166,88.7547,0.396096,100
157,0.41241700000000003,88.7591,0.39523899999999995,100
158,0.41231,88.7836,0.394458,100
159,0.409375,88.8116,0.393648,100
160,0.413552,88.8234,0.393083,100
161,0.413651,88.8391,0.39210900000000004,100
162,0.41363999999999995,88.8862,0.39156599999999997,100
163,0.412304,88.8909,0.39091000000000004,100
164,0.41157699999999997,88.9065,0.39045799999999997,100
165,0.40676900000000005,88.9075,0.389718,100
166,0.409111,88.91210000000001,0.38925899999999997,100
167,0.409454,88.93430000000001,0.388638,100
168,0.410948,88.9296,0.388474,100
169,0.413746,88.9684,0.38753,100
170,0.409081,88.9523,0.38715499999999997,100
171,0.408239,89.0078,0.386038,100
172,0.407248,89.0102,0.38563400000000003,100
173,0.402455,89.03030000000001,0.385101,100
174,0.40793999999999997,89.0206,0.38467300000000004,100
175,0.402451,89.02510000000001,0.38414499999999996,100
176,0.398849,89.05290000000001,0.383534,100
177,0.403418,88.96459999999999,0.38473,100
178,0.40108699999999997,89.05789999999999,0.38268,100
179,0.39732,89.08040000000001,0.38223,100
180,0.39657899999999996,89.08139999999999,0.382061,100
181,0.39679499999999995,89.1101,0.381259,100
182,0.39848300000000003,89.1041,0.381021,100
183,0.39435899999999996,89.12270000000001,0.380429,100
184,0.399848,89.12469999999999,0.379994,100
185,0.399817,89.1416,0.379747,100
186,0.398908,89.1549,0.379129,100
187,0.39623800000000003,89.167,0.378901,100
188,0.399176,89.165,0.37837499999999996,100
189,0.39195599999999997,89.18430000000001,0.37800100000000003,100
190,0.388306,89.2106,0.377441,100
191,0.39927100000000004,89.20110000000001,0.376973,100
192,0.39215000000000005,89.2321,0.376704,100
193,0.39079,89.2097,0.376198,100
194,0.39323300000000005,89.24,0.375705,100
195,0.39112600000000003,89.2571,0.375367,100
196,0.392062,89.2551,0.374821,100
197,0.392886,89.24520000000001,0.374681,100
198,0.393504,89.2756,0.37398899999999996,100
199,0.393427,89.29299999999999,0.373815,100
200,0.38541899999999996,89.29469999999999,0.37345399999999995,100
201,0.389634,89.30149999999999,0.373018,100
202,0.390758,89.30850000000001,0.37257599999999996,100
203,0.389585,89.3425,0.372023,100
204,0.390856,89.3522,0.371898,100
205,0.388574,89.3423,0.37155099999999996,100
206,0.388806,89.3759,0.370957,100
207,0.384843,89.37870000000001,0.37059600000000004,100
208,0.389476,89.3741,0.37032899999999996,100
209,0.387869,89.38799999999999,0.369864,100
210,0.38614600000000004,89.40129999999999,0.36973,100
211,0.38299799999999995,89.37129999999999,0.36934199999999995,100
212,0.387214,89.41950000000001,0.368981,100
213,0.388179,89.404,0.368502,100
214,0.388729,89.425,0.36827800000000005,100
215,0.38451300000000005,89.4404,0.367915,100
216,0.382434,89.46530000000001,0.36731699999999995,100
217,0.384776,89.4593,0.36729300000000004,100
218,0.388806,89.4621,0.367074,100
219,0.382418,89.4664,0.36680999999999997,100
220,0.38571300000000003,89.4918,0.36601799999999995,100
221,0.385456,89.5068,0.365873,100
222,0.385467,89.478,0.36591799999999997,100
223,0.385287,89.5115,0.36544699999999997,100
224,0.382357,89.50290000000001,0.365203,100
225,0.384856,89.51190000000001,0.36506,100
226,0.377911,89.5437,0.36433,100
