Run,A,B,n,CE_o,CE_L,learn_BN,fitted_at_learn_BN,IPA
slp_0.6_60000_run_0.txt,0.2588994985169313,6.753252135143217,0.8474704422223331,2.302585092994046,0.46326805796464265,62.0,0.4605619458596888,0.029666403790796828
slp_0.6_60000_run_1.txt,0.2647276697715027,7.064633139073962,0.8783567457849031,2.302585092994046,0.4685134120937571,56.0,0.46740496035875106,0.032751280016076585
slp_0.6_60000_run_10.txt,0.2576333786316839,7.457063400856445,0.8675002348196493,2.302585092994046,0.4621285500679202,63.0,0.45979852472428745,0.029213595919462314
slp_0.6_60000_run_11.txt,0.2645461690789034,7.850798308910223,0.8923525107929717,2.302585092994046,0.4683500614704177,59.0,0.4678642900609251,0.031088729347858106
slp_0.6_60000_run_12.txt,0.2578961815037976,7.394946918386102,0.8767692618304297,2.302585092994046,0.46236507265282234,59.0,0.4620261185896441,0.031190169836291925
slp_0.6_60000_run_13.txt,0.3014626789459718,12.768048307057413,1.0562843080161977,2.302585092994046,0.5015749203507791,51.0,0.49804167499605545,0.035313924953789544
slp_0.6_60000_run_14.txt,0.2468164103343208,7.296660930633358,0.85644186897423,2.302585092994046,0.4523932786002931,64.0,0.45121093701513304,0.028909247099902387
slp_0.6_60000_run_15.txt,0.2645876824600983,7.228929933479455,0.8751606637038452,2.302585092994046,0.46838742351349305,59.0,0.46545347696487815,0.031088096092890725
slp_0.6_60000_run_16.txt,0.2646788903928569,6.875144901475561,0.8647986896630755,2.302585092994046,0.4684695106529757,58.0,0.4669115794257692,0.031622682454156385
slp_0.6_60000_run_17.txt,0.2588350421851835,7.6506294883876835,0.8790100009672249,2.302585092994046,0.46321004726606985,61.0,0.4621488851652743,0.030153689274229116
slp_0.6_60000_run_18.txt,0.2539085984358306,7.422166450064271,0.8596088488829251,2.302585092994046,0.45877624789165217,65.0,0.4564130719918344,0.028366289924652212
slp_0.6_60000_run_19.txt,0.253783258828219,7.46510298022346,0.8764473447182022,2.302585092994046,0.4586634422448017,60.0,0.4571538775039803,0.030732027512487402
slp_0.6_60000_run_2.txt,0.2486235859535076,7.142081680992396,0.8355670878241168,2.302585092994046,0.45401973665756157,69.0,0.45379725114074954,0.02679080226574615
slp_0.6_60000_run_20.txt,0.2593954895846265,7.619500081106456,0.8728147842328347,2.302585092994046,0.46371444992556854,63.0,0.4614487643967238,0.029188422905848846
slp_0.6_60000_run_21.txt,0.260115723297622,7.543114056642153,0.8827392770691587,2.302585092994046,0.46436266026726436,59.0,0.4633077795452655,0.03115631241909799
slp_0.6_60000_run_22.txt,0.2617615127047188,7.008558823998257,0.8486467666241017,2.302585092994046,0.4658438707336512,64.0,0.46457912449032657,0.028699081597818667
slp_0.6_60000_run_23.txt,0.2544907535229987,7.365396943264213,0.8646608221611803,2.302585092994046,0.4593001874701035,63.0,0.4565427266892035,0.029258490563872103
slp_0.6_60000_run_24.txt,0.2475476005992343,6.525498477556068,0.819174125214271,2.302585092994046,0.4530513498387154,68.0,0.4509125473694429,0.027199025634637213
slp_0.6_60000_run_25.txt,0.2572338240297609,7.625372779086648,0.8712461506401771,2.302585092994046,0.4617689509261895,63.0,0.4607663066706003,0.029219303842346927
slp_0.6_60000_run_26.txt,0.2485128915753741,7.467127211916114,0.856538534311006,2.302585092994046,0.45392011171724134,66.0,0.4522406070017205,0.028010075473890977
slp_0.6_60000_run_27.txt,0.2514540902592398,7.224036917570176,0.8426772208066474,2.302585092994046,0.45656719053272043,68.0,0.4552632579615786,0.027147322095019494
slp_0.6_60000_run_28.txt,0.2588704573335315,7.522255824838398,0.8793288389339879,2.302585092994046,0.4632419208995828,60.0,0.4613849406783659,0.030655719534907717
slp_0.6_60000_run_29.txt,0.2532553344459737,6.824069414931744,0.8443727330067581,2.302585092994046,0.4581883103007809,63.0,0.4569381149281496,0.029276139407829603
slp_0.6_60000_run_3.txt,0.2509826524248197,7.09571150851257,0.8423380748080473,2.302585092994046,0.4561428964817422,67.0,0.4539395989851768,0.02755883875391498
slp_0.6_60000_run_30.txt,0.2536260701236492,6.805808406710801,0.8586461472842213,2.302585092994046,0.4585219724106888,59.0,0.455963858404921,0.03125530712853147
slp_0.6_60000_run_31.txt,0.2471438677234771,7.425089099670712,0.8498565511567724,2.302585092994046,0.45268799025053386,68.0,0.4503532347731114,0.027204369157992823
slp_0.6_60000_run_32.txt,0.2471339292403558,7.298829093800807,0.8400865375788993,2.302585092994046,0.4526790456157246,70.0,0.4503864676501407,0.026427229248261734
slp_0.6_60000_run_33.txt,0.2503401527525281,6.983733251143375,0.843632561690968,2.302585092994046,0.4555646467766796,65.0,0.45407303598006166,0.028415699172574867
