Batch_Number,Avg_CE_Train,Avg_Accuracy,Avg_CE_Test,Num_Runs
0,,9.02,2.335468,100
1,2.338091,15.8914,2.2606260000000002,100
2,2.2602670000000002,23.5504,2.186667,100
3,2.188637,31.0385,2.11473,100
4,2.121051,37.0904,2.0462000000000002,100
5,2.047415,42.8843,1.9814930000000002,100
6,1.982038,47.0404,1.922183,100
7,1.930727,50.4688,1.864743,100
8,1.8673419999999998,53.5032,1.810128,100
9,1.82029,56.1987,1.7585730000000002,100
10,1.7726169999999999,58.5047,1.7110740000000002,100
11,1.7278229999999999,60.570100000000004,1.6647370000000001,100
12,1.678161,62.1989,1.622008,100
13,1.636404,63.205,1.5825040000000001,100
14,1.594195,64.4169,1.545521,100
15,1.5565190000000002,65.56819999999999,1.509288,100
16,1.52368,66.3528,1.47569,100
17,1.493218,67.4414,1.4434280000000002,100
18,1.4543199999999998,68.093,1.413624,100
19,1.425385,68.7233,1.3854730000000002,100
20,1.3945619999999999,69.2013,1.358355,100
21,1.3659219999999999,70.015,1.3320249999999998,100
22,1.358821,70.6362,1.307646,100
23,1.312748,71.1325,1.2842939999999998,100
24,1.306941,71.7622,1.262179,100
25,1.266664,71.9962,1.241551,100
26,1.253963,72.5466,1.220441,100
27,1.254245,73.013,1.201319,100
28,1.214838,73.2029,1.183297,100
29,1.207089,73.6474,1.164961,100
30,1.191286,73.99,1.1480190000000001,100
31,1.155018,74.2627,1.132474,100
32,1.156209,74.5467,1.116245,100
33,1.12937,75.0198,1.101241,100
34,1.12371,75.1465,1.088179,100
35,1.105057,75.2869,1.074772,100
36,1.092079,75.4099,1.062387,100
37,1.0854300000000001,75.6678,1.049516,100
38,1.0725790000000002,75.9045,1.037735,100
39,1.052235,76.0992,1.026205,100
40,1.0530599999999999,76.25019999999999,1.014119,100
41,1.030876,76.46039999999999,1.003146,100
42,1.038698,76.5818,0.993307,100
43,1.01183,76.7378,0.9829869999999999,100
44,1.004626,76.97359999999999,0.972437,100
45,1.001139,77.1759,0.962793,100
46,0.9862810000000001,77.3914,0.952975,100
47,0.981054,77.4369,0.945149,100
48,0.965482,77.4654,0.936898,100
49,0.96219,77.679,0.9276430000000001,100
50,0.9488890000000001,77.9253,0.9188249999999999,100
51,0.9535420000000001,78.0024,0.911123,100
52,0.94234,78.186,0.903072,100
53,0.933304,78.2947,0.8962600000000001,100
54,0.91915,78.3001,0.8895399999999999,100
55,0.913095,78.54560000000001,0.882644,100
56,0.907866,78.7137,0.8756440000000001,100
57,0.9081359999999999,78.8271,0.8690009999999999,100
58,0.884795,78.9466,0.8617130000000001,100
59,0.891101,79.0621,0.8553000000000001,100
60,0.874692,79.1384,0.849574,100
61,0.879714,79.2181,0.843316,100
62,0.8639589999999999,79.3553,0.837367,100
63,0.8548279999999999,79.3698,0.832008,100
64,0.839539,79.3916,0.8260939999999999,100
65,0.836419,79.5294,0.8204349999999999,100
66,0.858745,79.6397,0.81467,100
67,0.8420839999999999,79.75,0.8096469999999999,100
68,0.835462,79.78229999999999,0.8046599999999999,100
69,0.836124,79.96600000000001,0.799093,100
70,0.825207,80.0505,0.793908,100
71,0.805171,80.12899999999999,0.7890170000000001,100
72,0.8092130000000001,80.13560000000001,0.784824,100
73,0.8103159999999999,80.3047,0.7796599999999999,100
74,0.790218,80.2638,0.775665,100
75,0.795689,80.408,0.770976,100
76,0.803452,80.4958,0.766502,100
77,0.7911069999999999,80.5817,0.7619589999999999,100
78,0.775462,80.4954,0.7587949999999999,100
79,0.770193,80.53659999999999,0.754461,100
80,0.767134,80.6861,0.750133,100
81,0.778471,80.763,0.7459600000000001,100
82,0.7707080000000001,80.8802,0.742092,100
83,0.7711910000000001,80.9465,0.73812,100
84,0.742297,81.0421,0.7341989999999999,100
85,0.768854,81.1271,0.7305410000000001,100
86,0.744123,81.1602,0.727286,100
87,0.742893,81.1998,0.724178,100
88,0.764134,81.2105,0.7214109999999999,100
89,0.742904,81.3107,0.717576,100
90,0.7556470000000001,81.32260000000001,0.714392,100
91,0.716084,81.3515,0.711217,100
92,0.7349800000000001,81.381,0.708546,100
93,0.7370709999999999,81.4211,0.705334,100
94,0.7056180000000001,81.4308,0.702575,100
95,0.729342,81.5403,0.699379,100
96,0.7175149999999999,81.6258,0.6959430000000001,100
97,0.706031,81.66680000000001,0.6938249999999999,100
98,0.716071,81.6883,0.691117,100
99,0.70811,81.7782,0.687944,100
100,0.7146640000000001,81.9121,0.6845789999999999,100
101,0.71249,81.9157,0.682291,100
102,0.7065560000000001,81.9076,0.679774,100
103,0.701712,81.9243,0.6774290000000001,100
104,0.704688,81.9535,0.675219,100
105,0.70819,82.0707,0.672136,100
106,0.7016889999999999,82.1326,0.669548,100
107,0.695221,82.14959999999999,0.666758,100
108,0.688616,82.1841,0.664347,100
109,0.7014119999999999,82.2088,0.662157,100
110,0.6861780000000001,82.2538,0.6596810000000001,100
111,0.697763,82.3468,0.6572539999999999,100
112,0.679026,82.41329999999999,0.654869,100
113,0.6813469999999999,82.42739999999999,0.652619,100
114,0.677615,82.4823,0.6506029999999999,100
