Batch_Number,Fit_CE,A,B,n
0.0,1.9938429838709575,1.02258,0.9712629838709574,0.5
1.0,1.7093666422106344,1.02258,0.9712629838709574,0.5
2.0,1.5833389451918165,1.02258,0.9712629838709574,0.5
3.0,1.5082114919354788,1.02258,0.9712629838709574,0.5
4.0,1.4569420111929485,1.02258,0.9712629838709574,0.5
5.0,1.4190964527561492,1.02258,0.9712629838709574,0.5
6.0,1.3896829018521561,1.02258,0.9712629838709574,0.5
7.0,1.3659733211053173,1.02258,0.9712629838709574,0.5
8.0,1.346334327956986,1.02258,0.9712629838709574,0.5
9.0,1.329720323604361,1.02258,0.9712629838709574,0.5
10.0,1.3154268082055431,1.02258,0.9712629838709574,0.5
11.0,1.3029594725959082,1.02258,0.9712629838709574,0.5
12.0,1.2919598838697608,1.02258,0.9712629838709574,0.5
13.0,1.282160951292919,1.02258,0.9712629838709574,0.5
14.0,1.2733590240879962,1.02258,0.9712629838709574,0.5
15.0,1.2653957459677394,1.02258,0.9712629838709574,0.5
16.0,1.2581458748677965,1.02258,0.9712629838709574,0.5
17.0,1.2515088807368782,1.02258,0.9712629838709574,0.5
18.0,1.2454030102260674,1.02258,0.9712629838709574,0.5
19.0,1.2397610055964743,1.02258,0.9712629838709574,0.5
20.0,1.234526959204635,1.02258,0.9712629838709574,0.5
21.0,1.2296539639309758,1.02258,0.9712629838709574,0.5
22.0,1.2251023319771788,1.02258,0.9712629838709574,0.5
23.0,1.2208382263780746,1.02258,0.9712629838709574,0.5
24.0,1.2168325967741915,1.02258,0.9712629838709574,0.5
25.0,1.2130603425995525,1.02258,0.9712629838709574,0.5
26.0,1.2094996483972722,1.02258,0.9712629838709574,0.5
27.0,1.206131450926078,1.02258,0.9712629838709574,0.5
28.0,1.2029390082487699,1.02258,0.9712629838709574,0.5
29.0,1.1999075485119666,1.02258,0.9712629838709574,0.5
30.0,1.1970239815655699,1.02258,0.9712629838709574,0.5
31.0,1.1942766605526587,1.02258,0.9712629838709574,0.5
32.0,1.191655183548793,1.02258,0.9712629838709574,0.5
33.0,1.1891502275351606,1.02258,0.9712629838709574,0.5
34.0,1.186753408655771,1.02258,0.9712629838709574,0.5
35.0,1.1844571639784929,1.02258,0.9712629838709574,0.5
36.0,1.182254650955565,1.02258,0.9712629838709574,0.5
37.0,1.1801396615352517,1.02258,0.9712629838709574,0.5
38.0,1.1781065484664766,1.02258,0.9712629838709574,0.5
39.0,1.1761501618021806,1.02258,0.9712629838709574,0.5
40.0,1.17426579397428,1.02258,0.9712629838709574,0.5
41.0,1.172449132105466,1.02258,0.9712629838709574,0.5
42.0,1.1706962164573007,1.02258,0.9712629838709574,0.5
43.0,1.1690034041027717,1.02258,0.9712629838709574,0.5
44.0,1.1673673370643163,1.02258,0.9712629838709574,0.5
45.0,1.1657849142827763,1.02258,0.9712629838709574,0.5
46.0,1.1642532668845569,1.02258,0.9712629838709574,0.5
47.0,1.162769736297954,1.02258,0.9712629838709574,0.5
48.0,1.1613318548387082,1.02258,0.9712629838709574,0.5
49.0,1.1599373284421268,1.02258,0.9712629838709574,0.5
50.0,1.158584021266812,1.02258,0.9712629838709574,0.5
51.0,1.1572699419348804,1.02258,0.9712629838709574,0.5
52.0,1.1559932312070011,1.02258,0.9712629838709574,0.5
53.0,1.1547521509187164,1.02258,0.9712629838709574,0.5
54.0,1.1535450740282875,1.02258,0.9712629838709574,0.5
55.0,1.1523704756464597,1.02258,0.9712629838709574,0.5
56.0,1.1512269249356628,1.02258,0.9712629838709574,0.5
57.0,1.1501130777807858,1.02258,0.9712629838709574,0.5
58.0,1.1490276701461455,1.02258,0.9712629838709574,0.5
59.0,1.147969512043998,1.02258,0.9712629838709574,0.5
60.0,1.146937482049152,1.02258,0.9712629838709574,0.5
61.0,1.1459305223021956,1.02258,0.9712629838709574,0.5
62.0,1.1449476339507187,1.02258,0.9712629838709574,0.5
63.0,1.1439878729838697,1.02258,0.9712629838709574,0.5
64.0,1.1430503464207569,1.02258,0.9712629838709574,0.5
65.0,1.1421342088177118,1.02258,0.9712629838709574,0.5
66.0,1.1412386590633619,1.02258,0.9712629838709574,0.5
67.0,1.1403629374338982,1.02258,0.9712629838709574,0.5
68.0,1.139506322883935,1.02258,0.9712629838709574,0.5
69.0,1.1386681305510058,1.02258,0.9712629838709574,0.5
70.0,1.1378477094540684,1.02258,0.9712629838709574,0.5
71.0,1.1370444403684392,1.02258,0.9712629838709574,0.5
72.0,1.1362577338613937,1.02258,0.9712629838709574,0.5
73.0,1.135487028474275,1.02258,0.9712629838709574,0.5
74.0,1.1347317890383632,1.02258,0.9712629838709574,0.5
75.0,1.1339915051130336,1.02258,0.9712629838709574,0.5
76.0,1.1332656895358424,1.02258,0.9712629838709574,0.5
77.0,1.1325538770751837,1.02258,0.9712629838709574,0.5
78.0,1.1318556231770522,1.02258,0.9712629838709574,0.5
79.0,1.1311705027982373,1.02258,0.9712629838709574,0.5
80.0,1.1304981093189954,1.02258,0.9712629838709574,0.5
81.0,1.129838053528879,1.02258,0.9712629838709574,0.5
82.0,1.1291899626799742,1.02258,0.9712629838709574,0.5
83.0,1.1285534796023176,1.02258,0.9712629838709574,0.5
84.0,1.1279282618767206,1.02258,0.9712629838709574,0.5
85.0,1.1273139810606518,1.02258,0.9712629838709574,0.5
86.0,1.1267103219632013,1.02258,0.9712629838709574,0.5
87.0,1.126116981965488,1.02258,0.9712629838709574,0.5
88.0,1.1255336703831866,1.02258,0.9712629838709574,0.5
89.0,1.1249601078681204,1.02258,0.9712629838709574,0.5
90.0,1.124396025846121,1.02258,0.9712629838709574,0.5
91.0,1.1238411659885894,1.02258,0.9712629838709574,0.5
92.0,1.123295279715392,1.02258,0.9712629838709574,0.5
93.0,1.1227581277269219,1.02258,0.9712629838709574,0.5
94.0,1.1222294795633234,1.02258,0.9712629838709574,0.5
