Batch_Number,Mean_Fit_CE,Std_Fit_CE
0,7.041487714488852,0.3790768902486151
1,3.888856054436724,0.16329736077771012
2,2.7795824069172643,0.13482864905511144
3,2.205453006066163,0.11632757843116343
4,1.8520067272537222,0.1019350775617915
5,1.6114838498700539,0.0904878913482284
6,1.4367105178584985,0.08122449016508909
7,1.3036861117796252,0.07359855603536714
8,1.198878407272786,0.06722018890928529
9,1.1140627967537704,0.06180929879516264
10,1.043945268533409,0.0571617479267258
11,0.9849600065720006,0.053126179183749955
12,0.934615184747206,0.049588404543697374
13,0.8911156036946515,0.04646084326126993
14,0.853134318287359,0.04367528706762274
15,0.8196687696037707,0.041177866618679226
16,0.7899470071663677,0.03892549160737363
17,0.7633647403103858,0.03688329217409003
18,0.7394419903618125,0.0350227514609107
19,0.7177925630399717,0.033320322760731325
20,0.6981021180573603,0.031756391612293024
21,0.6801121331200521,0.030314486980476722
22,0.6636079900632229,0.028980674741798575
23,0.6484099955192875,0.027743086293226124
24,0.6343665245843149,0.026591548500966573
25,0.6213487230187367,0.025517290493222648
26,0.6092463689867424,0.024512709323757115
27,0.5979646081132823,0.023571181171802097
28,0.5874213537403822,0.02268690808171879
29,0.5775451991572969,0.02185479267448093
30,0.5682737276867927,0.021070335048786512
31,0.5595521347238588,0.02032954741563102
32,0.5513320964166845,0.019628883004057806
33,0.5435708348749431,0.018965176527310494
34,0.5362303411164743,0.01833559407159412
35,0.5292767254858101,0.017737590709957823
36,0.522679671747806,0.017168874484689466
37,0.5164119760123538,0.01662737566737707
38,0.5104491554673313,0.016111220414382756
39,0.5047691148669675,0.015618708100234533
40,0.49935186104743673,0.01514829174236418
41,0.49417925757303066,0.014698561035255013
42,0.48923481306831784,0.0142682275961461
43,0.48450349794980274,0.013856112092360031
44,0.47997158519941424,0.013461132975459153
45,0.4756265115711312,0.013082296592409084
46,0.47145675622906674,0.012718688480778602
47,0.46745173430973047,0.012369465685330377
48,0.46360170330567485,0.012033849958417088
49,0.4598976805002255,0.011711121727388514
50,0.4563313699573576,0.011400614729530915
51,0.45289509779821435,0.011101711229534397
52,0.4495817546849311,0.010813837746625345
53,0.4463847445904291,0.010536461228720777
54,0.44329793906524984,0.010269085619591231
55,0.4403156363238475,0.010011248772328833
56,0.4374325245667172,0.00976251966862878
57,0.43464364903426755,0.009522495908684868
58,0.43194438235586774,0.009290801441023065
59,0.4293303978150101,0.00906708450547258
60,0.4267976452006392,0.008851015765803938
61,0.424342328956752,0.008642286611431618
62,0.42196088837849416,0.008440607610056404
63,0.41964997963406586,0.00824570709526616
64,0.4174064594185722,0.008057329874975889
65,0.4152273700691802,0.007875236048206023
66,0.4131099259910585,0.007699199919111032
67,0.4110515012610732,0.007529008998404506
68,0.409049618291447,0.007364463083409643
69,0.40710193744888445,0.007205373408915617
70,0.40520624753630224,0.007051561861858764
71,0.4033604570544801,0.006902860253589413
72,0.4015625861699199,0.0067591096441428355
73,0.39981075932304594,0.006620159713518175
74,0.3981031984178411,0.006485868175492423
75,0.3964382165401251,0.006356100229965361
76,0.394814212157096,0.006230728050254029
77,0.39322966375557217,0.006109630302136958
78,0.3916831248806034,0.0059926916917959535
79,0.3901732195399327,0.005879802540119377
80,0.3886986379431328,0.005770858381121476
81,0.38725813254726577,0.005665759582498804
82,0.38585051438357487,0.005564410986591385
83,0.3844746496421362,0.00546672157024386
84,0.3831294564935196,0.005372604122273016
85,0.381813902128453,0.005281974937443533
86,0.3805269999981964,0.005194753526034367
87,0.37926780723989056,0.0051108623382449215
88,0.37803542227254466,0.005030226502842077
89,0.376828982550573,0.004952773579587646
90,0.3756476624629487,0.004878433325109036
91,0.37449067136704156,0.004807137471984693
92,0.3733572517471588,0.004738819520908595
93,0.37224667748862933,0.0046734145458750456
94,0.37115825225904564,0.004610859012384903
95,0.3700913079889591,0.004551090608717147
96,0.3690452034449568,0.004494048090335402
97,0.3680193228886164,0.0044396711375066615
98,0.36701307481535395,0.004387900226200587
99,0.3660258907676565,0.004338676512312004
100,0.3650572242176129,0.004291941729208076
101,0.36410654951405874,0.004247638098546436
102,0.3631733608900124,0.004205708254243053
103,0.36225717152639325,0.00416609517939082
104,0.3613575126683343,0.0041287421558443465
105,0.36047393279065837,0.004093592726095819
106,0.3596059968093544,0.004060590666973987
107,0.3587532853361112,0.004029679974605723
108,0.35791539397318695,0.004000804859990972
109,0.3570919326460814,0.0039739097544590025
110,0.3562825249716667,0.003948939324199586
111,0.35548680765958696,0.003925838492999513
112,0.3547044299449,0.0039045524722638473
113,0.35393505305006817,0.0038850267973642703
114,0.3531783496745413,0.003867207369334612
115,0.3524340035102855,0.0038510405009263868
116,0.3517017087817345,0.003836472966044645
117,0.3509811698087292,0.003823452051606737
118,0.35027210059112013,0.0038119256109016347
119,0.349574224413782,0.003801842117575095
120,0.3488872734708765,0.003793150719423569
121,0.348210988508282,0.003785801291246519
122,0.34754511848316094,0.003779744486079706
123,0.3468894202397231,0.003774931784210188
124,0.34624365820027864,0.0037713155394546315
125,0.3456076040707562,0.0037688490222642446
