Pruning_Percentage,Batch_Size,N_valid_runs,Avg_CEasy,Avg_B,Avg_n,Avg_CE_l,Std_CE_l,Avg_BN_learn,Std_BN_learn,IPA
0.0,64,100,0.30931169715500545,14.790025107748404,1.0842069846365405,0.5086390367389095,0.028874304579759636,38.64,7.1767300733310675,0.04642717536892175
0.1,64,100,0.31098870246625215,13.939749661853075,1.127026939358303,0.5101483415190315,0.022409648549899172,41.26,5.654389552561904,0.04344248064651029
0.2,64,100,0.298477279488287,13.176272544827192,1.0416789156351385,0.4988880608388629,0.024873471917143012,48.64,7.860552323360161,0.03708258700976939
0.3,64,100,0.30486446500672326,13.570301507636461,1.0858064195001562,0.5046365278054555,0.023338354744167795,52.76,7.7382951689123445,0.03407787272912416
0.4,64,100,0.3081332189891649,14.107391287045749,1.1280087522729088,0.507578406389653,0.02454681950635899,59.69,8.141048253552281,0.03007215088966984
0.5,64,100,0.3074010999561515,13.614804299392768,1.068456310394517,0.5069194992599408,0.02706979212151278,71.82,10.78848993842582,0.0250023056771666
0.6,64,100,0.31989217510338736,15.588605947399602,1.1360359760013061,0.5181614668924532,0.034422052615753054,87.92,15.25849986669129,0.020295992107615932
0.7,64,100,0.3444047626540188,17.888491613322774,1.1971884903211412,0.5402227956880217,0.03983750839126743,110.83,20.96801556580109,0.015901491449120495
0.8,64,100,0.3982299880191599,24.026135074443282,1.158479459755039,0.5886654985166484,0.04506931625112635,157.39,35.54393923247135,0.010889634630392005
0.9,64,69,0.562291065267032,28.20255994482792,1.013909048149101,0.7363204680397335,0.06576315676130795,280.15942028985506,65.83996265196339,0.005590619167236437
