Batch_Number,Fit_CE,A,B,n
0.0,8.563286632744633,0.3153772428684487,8.247909389876185,0.6761342686540455
1.0,5.4772486985479265,0.3153772428684487,8.247909389876185,0.6761342686540455
2.0,4.239529508440369,0.3153772428684487,8.247909389876185,0.6761342686540455
3.0,3.54588277650872,0.3153772428684487,8.247909389876185,0.6761342686540455
4.0,3.0934672258179314,0.3153772428684487,8.247909389876185,0.6761342686540455
5.0,2.7712686221140355,0.3153772428684487,8.247909389876185,0.6761342686540455
6.0,2.528187296791121,0.3153772428684487,8.247909389876185,0.6761342686540455
7.0,2.3371567645955467,0.3153772428684487,8.247909389876185,0.6761342686540455
8.0,2.1823922978949444,0.3153772428684487,8.247909389876185,0.6761342686540455
9.0,2.0540170249564635,0.3153772428684487,8.247909389876185,0.6761342686540455
10.0,1.9455085928181555,0.3153772428684487,8.247909389876185,0.6761342686540455
11.0,1.8523722569428456,0.3153772428684487,8.247909389876185,0.6761342686540455
12.0,1.7714014901723354,0.3153772428684487,8.247909389876185,0.6761342686540455
13.0,1.7002422449263186,0.3153772428684487,8.247909389876185,0.6761342686540455
14.0,1.6371240741242568,0.3153772428684487,8.247909389876185,0.6761342686540455
15.0,1.5806877002905664,0.3153772428684487,8.247909389876185,0.6761342686540455
16.0,1.5298707564372664,0.3153772428684487,8.247909389876185,0.6761342686540455
17.0,1.483829909394383,0.3153772428684487,8.247909389876185,0.6761342686540455
18.0,1.4418864624981318,0.3153772428684487,8.247909389876185,0.6761342686540455
19.0,1.4034875310203456,0.3153772428684487,8.247909389876185,0.6761342686540455
20.0,1.3681777982478927,0.3153772428684487,8.247909389876185,0.6761342686540455
21.0,1.335578615914808,0.3153772428684487,8.247909389876185,0.6761342686540455
22.0,1.3053723010414109,0.3153772428684487,8.247909389876185,0.6761342686540455
23.0,1.2772901732421182,0.3153772428684487,8.247909389876185,0.6761342686540455
24.0,1.2511033267215734,0.3153772428684487,8.247909389876185,0.6761342686540455
25.0,1.226615430106579,0.3153772428684487,8.247909389876185,0.6761342686540455
26.0,1.2036570495103462,0.3153772428684487,8.247909389876185,0.6761342686540455
27.0,1.1820811294153073,0.3153772428684487,8.247909389876185,0.6761342686540455
28.0,1.161759363258647,0.3153772428684487,8.247909389876185,0.6761342686540455
29.0,1.142579254601094,0.3153772428684487,8.247909389876185,0.6761342686540455
30.0,1.1244417193378708,0.3153772428684487,8.247909389876185,0.6761342686540455
31.0,1.107259115474474,0.3153772428684487,8.247909389876185,0.6761342686540455
32.0,1.0909536135226592,0.3153772428684487,8.247909389876185,0.6761342686540455
33.0,1.0754558402998962,0.3153772428684487,8.247909389876185,0.6761342686540455
34.0,1.060703743729143,0.3153772428684487,8.247909389876185,0.6761342686540455
35.0,1.046641637462305,0.3153772428684487,8.247909389876185,0.6761342686540455
36.0,1.0332193927325806,0.3153772428684487,8.247909389876185,0.6761342686540455
37.0,1.020391751454547,0.3153772428684487,8.247909389876185,0.6761342686540455
38.0,1.0081177397267647,0.3153772428684487,8.247909389876185,0.6761342686540455
39.0,0.996360164908862,0.3153772428684487,8.247909389876185,0.6761342686540455
40.0,0.985085182608641,0.3153772428684487,8.247909389876185,0.6761342686540455
41.0,0.9742619224221644,0.3153772428684487,8.247909389876185,0.6761342686540455
42.0,0.9638621632692974,0.3153772428684487,8.247909389876185,0.6761342686540455
43.0,0.9538600507708845,0.3153772428684487,8.247909389876185,0.6761342686540455
44.0,0.944231850407105,0.3153772428684487,8.247909389876185,0.6761342686540455
45.0,0.9349557312450615,0.3153772428684487,8.247909389876185,0.6761342686540455
46.0,0.9260115758779277,0.3153772428684487,8.247909389876185,0.6761342686540455
47.0,0.9173808129172927,0.3153772428684487,8.247909389876185,0.6761342686540455
48.0,0.9090462689554053,0.3153772428684487,8.247909389876185,0.6761342686540455
49.0,0.9009920373889658,0.3153772428684487,8.247909389876185,0.6761342686540455
50.0,0.8932033618899893,0.3153772428684487,8.247909389876185,0.6761342686540455
51.0,0.8856665326372136,0.3153772428684487,8.247909389876185,0.6761342686540455
52.0,0.8783687936956204,0.3153772428684487,8.247909389876185,0.6761342686540455
53.0,0.8712982601615508,0.3153772428684487,8.247909389876185,0.6761342686540455
54.0,0.8644438438844403,0.3153772428684487,8.247909389876185,0.6761342686540455
55.0,0.8577951867396596,0.3153772428684487,8.247909389876185,0.6761342686540455
56.0,0.8513426005654539,0.3153772428684487,8.247909389876185,0.6761342686540455
57.0,0.8450770129947086,0.3153772428684487,8.247909389876185,0.6761342686540455
58.0,0.8389899185126352,0.3153772428684487,8.247909389876185,0.6761342686540455
59.0,0.8330733341572838,0.3153772428684487,8.247909389876185,0.6761342686540455
60.0,0.8273197593533679,0.3153772428684487,8.247909389876185,0.6761342686540455
61.0,0.8217221394331361,0.3153772428684487,8.247909389876185,0.6761342686540455
